,ts,imei,mwra,c.dogalize,c.android.youtube,c.katana,c.android.gm,c.android.chrome,c.raider,c.updateassist,c.android.vending,c.UCMobile.intl,c.UCMobile.x86
15,2018-05-05 10:15:00,3590433799317661560,1.0,11.98363,19.79621,12.87397,14.21679,7.76971,66.84198,77.38352,86.48117,8.52444,86.18295
16,2018-05-05 10:16:00,8630330696303481255,1.0,15.7659,11.19058,11.99937,8.92611,12.39415,53.51701,80.80532,98.63687,82.62363,17.61634
17,2018-05-05 10:17:00,359043379931766692,0.0,10.69145,12.06598,15.72253,10.45649,15.97393,54.43727,47.5054,74.87411,76.37115,98.88624
18,2018-05-05 10:18:00,8630330696303481776,1.0,11.40738,13.1935,11.64323,15.13946,9.42242,66.11552,53.35585,90.38669,29.36933,15.99305
19,2018-05-05 10:19:00,3590433799317661065,0.0,10.25712,15.30136,14.52323,6.84114,16.01902,78.73918,33.95907,59.93253,15.19795,95.76325
20,2018-05-05 10:20:00,8630330696303481826,1.0,10.5592,16.33402,9.92271,12.66339,9.94501,72.54564,38.95491,23.85793,2.5571,79.83816
21,2018-05-05 10:21:00,3590433799317662444,0.0,11.60186,14.22032,13.15498,10.86325,13.66981,74.51274,78.30621,33.49765,91.1585,73.82298
22,2018-05-05 10:22:00,3590433799317662014,0.0,13.68547,10.14985,12.136,11.71445,12.72338,28.83733,73.95482,90.79243,35.46981,57.37287
23,2018-05-05 10:23:00,8630330696303482154,0.0,10.60475,14.96163,14.94733,10.33703,12.97873,60.00436,56.8211,82.00185,55.12944,26.76754
24,2018-05-05 10:24:00,3590433799317661354,1.0,14.47988,13.06312,10.19108,13.22251,11.2833,50.47557,47.2401,61.48401,61.16593,29.47302
25,2018-05-05 10:25:00,8630330696303481594,0.0,9.20553,13.97816,17.26166,13.05606,9.28117,65.00189,17.68743,16.87113,71.02247,24.71914
26,2018-05-05 10:26:00,8630330696303481123,0.0,10.34913,8.45925,14.15038,12.26461,14.06456,41.39763,13.32749,28.46155,94.10054,84.20491
27,2018-05-05 10:27:00,863033069630348701,1.0,12.282,11.48649,9.03916,8.31291,11.37607,21.27086,18.33919,1.21234,60.09839,55.9258
28,2018-05-05 10:28:00,3590433799317662477,1.0,8.29248,10.92617,11.74703,16.12723,8.04658,48.19385,12.58515,25.06553,44.078,56.43122
29,2018-05-05 10:29:00,8630330696303481586,0.0,11.86542,8.7072,11.03156,13.61605,13.29776,39.8871,12.74385,89.7605,17.00371,30.41835
30,2018-05-05 10:30:00,359043379931766650,0.0,16.68435,11.82505,12.19135,13.7988,11.23418,98.9916,9.04872,0.14576,31.61779,4.86176
31,2018-05-05 10:31:00,8630330696303481420,0.0,13.31123,10.81546,15.27702,10.9577,13.14372,50.3708,34.48167,28.13023,86.41424,33.02008
32,2018-05-05 10:32:00,863033069630348693,1.0,14.96784,7.92115,11.66256,12.83264,9.3834,28.16976,99.23683,44.58038,87.28747,34.49789
33,2018-05-05 10:33:00,8630330696303481073,0.0,11.48164,12.17821,13.90923,10.80653,15.14527,42.10723,75.90142,87.67399,51.69967,16.09133
34,2018-05-05 10:34:00,8630330696303481859,1.0,9.44143,15.72361,13.01165,16.74139,8.99937,69.93369,98.19939,44.19995,12.63183,25.55719
35,2018-05-05 10:35:00,3590433799317661099,0.0,17.33472,10.65334,12.45008,7.98553,9.53248,60.64888,48.30633,74.21265,18.28789,95.8621
36,2018-05-05 10:36:00,8630330696303481891,1.0,16.17222,12.60373,11.67795,10.02916,12.41282,40.93495,87.00171,46.47717,65.86597,11.2995
37,2018-05-05 10:37:00,359043379931766130,1.0,8.96262,11.62237,10.50562,11.97322,12.58708,51.90157,24.77474,0.10679,60.44904,65.92373
38,2018-05-05 10:38:00,3590433799317661651,0.0,13.24672,10.49251,12.61153,9.15221,12.15329,54.23085,29.02752,89.4926,51.95904,93.57822
39,2018-05-05 10:39:00,8630330696303481131,1.0,11.78373,12.95447,15.50785,9.9571,14.42656,60.78365,29.60823,93.67304,36.61099,42.43388
40,2018-05-05 10:40:00,3590433799317661248,1.0,12.55652,9.64883,7.53996,11.61523,11.23191,33.13927,78.74684,51.48165,29.85457,93.42383
41,2018-05-05 10:41:00,3590433799317662022,0.0,9.32915,12.45799,13.50756,11.58762,14.25134,55.56917,98.59255,69.63658,1.73071,94.25778
42,2018-05-05 10:42:00,359043379931766239,1.0,15.71804,11.8406,10.45981,14.07758,10.10344,38.31452,85.92921,46.91774,56.35431,55.53754
43,2018-05-05 10:43:00,8630330696303481107,0.0,9.30164,12.98123,14.38504,12.94603,9.00481,54.68147,87.53256,0.48126,92.22989,83.51922
44,2018-05-05 10:44:00,863033069630348917,0.0,10.52908,18.67717,17.97595,14.37222,14.14868,38.48863,23.46209,72.25317,61.56605,18.97807
45,2018-05-05 10:45:00,863033069630348446,0.0,13.35653,16.05215,13.28945,9.69125,13.45817,56.1097,51.44889,30.4523,27.76676,96.13056
46,2018-05-05 10:46:00,863033069630348636,0.0,11.21658,9.86907,14.50919,8.66447,14.95093,48.64183,51.74911,38.68537,92.16766,35.12382
47,2018-05-05 10:47:00,359043379931766569,1.0,11.4886,10.91321,10.43383,8.68212,11.53434,49.8232,46.82855,95.4479,2.79996,46.04693
48,2018-05-05 10:48:00,8630330696303482022,1.0,10.48017,15.81185,13.23882,18.31743,9.55851,46.14033,12.02163,96.36851,42.01675,89.35262
49,2018-05-05 10:49:00,863033069630348891,1.0,8.06348,14.40675,8.2804,14.35165,13.66612,59.20323,53.50094,63.98738,86.30903,33.43345
50,2018-05-05 10:50:00,8630330696303481883,0.0,8.32889,18.30969,17.57784,11.26807,9.27085,60.45222,6.95794,22.69053,85.27813,42.34268
51,2018-05-05 10:51:00,3590433799317662311,1.0,14.89281,12.97977,9.5322,13.33507,11.38866,51.24339,79.91616,96.83804,26.57169,14.20641
52,2018-05-05 10:52:00,8630330696303481602,1.0,12.30453,16.75317,12.73821,15.98296,8.68942,74.91646,62.97565,23.80741,39.03484,28.05705
53,2018-05-05 10:53:00,863033069630348263,1.0,11.1531,12.27656,9.60864,13.48777,11.72535,57.25444,13.30161,62.80836,59.60433,31.44059
54,2018-05-05 10:54:00,863033069630348925,1.0,13.39327,11.58738,9.57397,11.73728,13.79907,74.8681,13.41452,90.34864,15.63931,39.41927
55,2018-05-05 10:55:00,359043379931766411,0.0,11.98443,12.94566,15.0545,8.79238,15.81699,67.32398,20.49161,3.86452,18.08955,19.019
56,2018-05-05 10:56:00,8630330696303482089,0.0,11.26773,13.21995,11.57827,12.88679,10.47354,42.45065,20.63201,78.52527,24.63918,25.4197
57,2018-05-05 10:57:00,359043379931766973,1.0,9.37128,13.56724,10.44084,11.28777,11.73131,42.10597,60.80541,26.00266,31.99097,25.22713
58,2018-05-05 10:58:00,863033069630348149,1.0,11.63034,10.71646,14.71558,9.66455,15.05634,46.67556,85.09669,42.97649,19.04996,92.29772
59,2018-05-05 10:59:00,3590433799317661123,1.0,14.10627,13.94007,11.41628,15.17762,11.06389,50.6839,98.35759,76.89375,17.58234,64.26097
60,2018-05-05 11:00:00,8630330696303482493,0.0,11.02206,8.89428,15.63887,11.77598,12.09484,57.63068,53.51262,69.16486,73.15195,67.35776
61,2018-05-05 11:01:00,8630330696303481842,1.0,16.48519,12.19574,8.78979,12.06826,9.58413,43.48973,3.48509,21.25356,42.44612,34.46252
62,2018-05-05 11:02:00,863033069630348180,1.0,15.7169,10.49301,10.44777,10.08121,13.00188,74.50883,42.92469,6.07798,66.64256,80.99414
63,2018-05-05 11:03:00,863033069630348404,0.0,14.30513,15.99234,10.81493,13.68646,10.89848,70.81613,35.53409,30.49708,83.20106,55.81005
64,2018-05-05 11:04:00,3590433799317661073,1.0,12.19768,14.0471,10.63173,13.92359,11.32239,50.62592,48.98972,96.56609,2.50522,82.13095
65,2018-05-05 11:05:00,8630330696303481776,1.0,9.60509,16.51674,9.54008,10.42816,11.31271,57.28261,29.70126,77.35387,60.20865,61.74699
66,2018-05-05 11:06:00,8630330696303481081,1.0,14.17158,18.16042,11.89398,18.92297,7.77618,41.11336,15.32388,8.71203,39.59401,70.54419
67,2018-05-05 11:07:00,359043379931766569,1.0,12.53016,12.88588,10.20701,11.62718,11.0232,49.31863,66.72053,49.27599,14.31572,49.11141
68,2018-05-05 11:08:00,8630330696303481784,0.0,12.4684,9.15059,14.88031,11.35101,14.43948,61.99406,29.41067,40.4364,18.2102,66.53859
69,2018-05-05 11:09:00,3590433799317661479,1.0,9.72314,14.40208,8.76022,14.32193,12.18525,49.60897,69.3938,41.7253,29.50092,68.33125
70,2018-05-05 11:10:00,8630330696303482063,1.0,11.31767,10.06882,10.39937,11.53089,9.29632,77.13204,33.0361,1.90055,62.00537,49.74395
71,2018-05-05 11:11:00,8630330696303482220,0.0,10.17987,8.9249,14.0789,12.57086,12.82073,48.73187,88.75103,41.5678,34.97606,66.20367
72,2018-05-05 11:12:00,3590433799317661867,0.0,12.18467,18.65623,17.24282,8.69224,11.60282,56.78281,60.09321,39.08749,20.08331,99.19454
73,2018-05-05 11:13:00,863033069630348057,1.0,10.02315,18.16388,11.67359,16.39019,6.69467,61.14322,50.68292,84.04174,66.89288,13.93766
74,2018-05-05 11:14:00,863033069630348461,1.0,17.05761,12.45591,10.89604,14.91619,12.81746,42.59197,20.63845,26.64537,60.70757,7.74912
75,2018-05-05 11:15:00,359043379931766296,0.0,13.81811,12.9984,12.827,9.60134,12.86061,37.73591,96.41196,46.3706,42.64607,87.82292
76,2018-05-05 11:16:00,3590433799317661784,0.0,12.62534,14.77021,10.77523,15.14012,10.65967,44.12578,38.34053,53.88619,18.76059,8.82266
77,2018-05-05 11:17:00,359043379931766700,0.0,11.18381,16.68459,11.75138,13.24543,11.42814,53.07191,19.74861,99.33599,39.71271,94.50954
78,2018-05-05 11:18:00,8630330696303481859,1.0,15.13029,15.77197,7.92767,15.35768,11.13858,58.29432,0.16027,26.08516,47.41902,63.23803
79,2018-05-05 11:19:00,3590433799317662147,0.0,6.32709,15.98571,16.94563,11.45642,11.52475,26.43766,90.88518,80.78221,81.651,81.04779
80,2018-05-05 11:20:00,359043379931766437,0.0,10.86619,7.73923,16.59933,11.61587,13.37991,61.83552,83.53568,35.24777,68.47337,60.0711
81,2018-05-05 11:21:00,863033069630348214,1.0,16.08767,12.85958,10.40909,13.12401,12.53448,73.48964,31.92485,24.99977,92.86901,4.45504
82,2018-05-05 11:22:00,3590433799317661487,1.0,11.92621,17.29928,10.95116,16.26816,10.43967,58.17685,24.68836,44.3611,98.78041,11.11304
83,2018-05-05 11:23:00,863033069630348271,1.0,13.95454,18.73076,11.69834,14.73772,9.21656,63.86295,14.90844,12.59448,43.63408,74.75333
84,2018-05-05 11:24:00,3590433799317661982,1.0,8.97311,15.70833,15.49714,18.992,8.8786,30.35975,26.94667,5.89865,82.30417,58.72478
85,2018-05-05 11:25:00,863033069630348552,1.0,15.7727,12.97361,11.03924,11.87486,11.99468,39.94355,4.36479,41.76537,85.15146,31.57377
86,2018-05-05 11:26:00,359043379931766254,0.0,12.43599,14.90016,14.78422,10.35628,13.68533,34.24287,8.47125,77.40808,75.47693,97.57379
87,2018-05-05 11:27:00,359043379931766460,1.0,12.35745,16.11259,11.46367,14.70745,10.51895,40.12598,9.18673,9.3681,36.43595,76.69497
88,2018-05-05 11:28:00,8630330696303482386,0.0,11.42121,10.66494,13.1022,14.53417,14.95305,47.66081,90.95289,95.06712,16.39185,35.60871
89,2018-05-05 11:29:00,3590433799317661453,0.0,12.3411,11.76043,14.12287,9.85609,12.52475,57.86217,24.57237,92.36388,79.74678,26.84822
90,2018-05-05 11:30:00,8630330696303481131,0.0,8.25359,11.30409,15.87352,8.23854,14.57932,38.0819,1.72719,49.89965,14.39418,94.66168
91,2018-05-05 11:31:00,8630330696303482329,1.0,8.19883,13.63256,9.25054,16.00771,11.19696,52.84551,91.30226,79.39719,15.67821,91.85374
92,2018-05-05 11:32:00,8630330696303482238,0.0,13.73046,12.90495,13.16735,6.95944,11.3511,57.59869,74.8654,26.16085,12.18704,97.53888
93,2018-05-05 11:33:00,863033069630348107,1.0,16.11742,8.56456,13.36887,7.16261,12.01098,55.06283,42.34345,44.63994,48.77688,94.08608
94,2018-05-05 11:34:00,8630330696303481800,1.0,7.8648,14.68856,11.97616,14.04101,9.3057,36.57813,2.96525,1.99033,75.30694,57.19019
95,2018-05-05 11:35:00,3590433799317661990,1.0,8.92715,14.12003,8.98798,12.83182,12.47244,35.55385,2.56742,27.68699,34.01136,61.63075
96,2018-05-05 11:36:00,8630330696303481420,1.0,12.01056,13.20317,11.0874,13.5292,13.09158,45.56567,74.22569,3.89883,89.76081,21.35132
97,2018-05-05 11:37:00,863033069630348586,0.0,11.82412,13.447,14.28123,10.54544,14.62813,33.9231,89.8504,77.59394,37.19216,85.67853
98,2018-05-05 11:38:00,359043379931766999,0.0,9.93799,14.43316,13.01536,11.33402,7.7565,43.03366,84.28621,32.03271,27.27903,55.90269
99,2018-05-05 11:39:00,3590433799317661933,1.0,17.76412,7.58439,14.46116,9.5831,8.75245,65.5017,16.41464,45.06738,8.97935,52.91734
100,2018-05-05 11:40:00,3590433799317661875,1.0,12.58472,12.41674,8.39343,15.88537,11.79112,44.36459,55.28021,13.06095,8.15992,48.00514
101,2018-05-05 11:41:00,863033069630348289,0.0,13.80937,14.01319,14.79358,11.40247,13.4024,39.55222,52.8609,98.49344,91.07439,78.44272
102,2018-05-05 11:42:00,359043379931766601,0.0,13.42884,13.21088,15.35088,11.36261,15.13837,56.402,1.04704,54.51841,46.03051,8.29257
103,2018-05-05 11:43:00,359043379931766239,0.0,10.41887,16.44448,18.82448,11.54088,11.77619,52.32522,39.05475,32.36977,6.48141,39.4946
104,2018-05-05 11:44:00,8630330696303482022,0.0,11.56645,14.55036,12.00561,12.72245,13.17762,41.96303,4.73626,5.71969,68.13388,64.58065
105,2018-05-05 11:45:00,359043379931766171,1.0,13.46318,11.45668,9.40567,12.99255,12.37713,49.78549,40.53013,25.52232,39.04479,56.22217
106,2018-05-05 11:46:00,8630330696303481982,1.0,12.35052,13.76021,12.50126,14.64553,9.85031,46.51314,43.88348,41.87084,28.85229,67.54725
107,2018-05-05 11:47:00,3590433799317662212,1.0,17.73798,13.44698,11.76818,9.97312,10.392,46.49658,74.80019,99.13893,22.06165,11.98526
108,2018-05-05 11:48:00,3590433799317662022,0.0,13.94933,12.83751,12.95803,9.62479,12.52926,57.1005,7.38924,76.49809,75.63589,16.75056
109,2018-05-05 11:49:00,8630330696303482345,0.0,15.0974,9.44056,13.38739,10.23446,10.02905,59.3167,61.98417,11.98332,92.60388,25.93027
110,2018-05-05 11:50:00,359043379931766262,0.0,12.07746,7.14372,15.68364,7.15062,14.75922,40.05578,10.23496,75.47713,38.77742,58.53411
111,2018-05-05 11:51:00,359043379931766791,1.0,11.85936,14.52781,10.81339,17.55522,13.86619,43.71101,26.86272,11.18134,0.79777,90.13857
112,2018-05-05 11:52:00,359043379931766957,1.0,14.77312,9.40707,13.52584,15.83684,10.47974,53.90929,99.81305,92.3019,92.74463,1.39237
113,2018-05-05 11:53:00,3590433799317661255,0.0,9.57108,9.78901,13.57763,11.30589,14.68041,57.60431,15.58204,46.22532,43.36712,46.60203
114,2018-05-05 11:54:00,359043379931766163,0.0,10.05317,9.56742,14.94716,9.29982,12.58266,40.66913,55.39539,79.27144,46.24768,23.0985
115,2018-05-05 11:55:00,359043379931766791,0.0,10.84931,12.89133,11.8535,11.30365,10.07799,73.89835,55.52947,56.29997,50.05319,18.00971
116,2018-05-05 11:56:00,863033069630348016,0.0,11.49566,14.67724,14.82362,12.72331,11.62004,40.34618,11.82882,77.40017,15.57178,3.71538
117,2018-05-05 11:57:00,8630330696303482485,1.0,8.12933,16.4246,13.08805,15.57707,8.24881,53.84305,78.98411,96.56265,35.88304,84.27325
118,2018-05-05 11:58:00,863033069630348271,1.0,9.68999,16.94732,10.78755,14.60663,9.8151,58.99234,0.56225,1.87352,71.17161,18.85733
119,2018-05-05 11:59:00,359043379931766452,1.0,15.01115,7.76459,13.10107,10.188,9.75892,52.8045,10.87669,89.66693,9.53904,92.18946
120,2018-05-05 12:00:00,8630330696303481271,0.0,17.15843,11.7351,14.01221,11.01664,11.56157,50.49445,85.95172,12.27559,45.65107,18.3015
121,2018-05-05 12:01:00,863033069630348198,1.0,11.33955,10.32073,13.72957,7.85242,12.1722,54.22383,83.6997,63.23911,53.15666,76.92313
122,2018-05-05 12:02:00,8630330696303481131,1.0,11.14076,16.20996,12.02551,17.56987,11.46389,75.54006,45.17379,61.27217,61.60752,53.20936
123,2018-05-05 12:03:00,8630330696303481925,0.0,12.63997,11.90112,10.7638,12.02688,12.4601,56.0288,13.45376,61.03961,1.29836,98.01983
124,2018-05-05 12:04:00,359043379931766833,1.0,14.81705,15.93113,12.06589,13.57418,13.96946,64.18205,43.94607,51.10545,39.76218,4.27864
125,2018-05-05 12:05:00,3590433799317662329,1.0,9.60378,11.22552,8.21502,17.68662,14.59559,53.95727,50.49075,62.20844,26.35124,33.42724
126,2018-05-05 12:06:00,863033069630348156,0.0,12.11265,15.39031,13.70127,8.802,7.98139,23.5608,53.86455,36.26308,3.42521,83.88038
127,2018-05-05 12:07:00,8630330696303482089,1.0,15.29808,14.26959,8.48896,8.09404,12.15092,63.95506,47.2871,25.63475,52.55356,65.64642
128,2018-05-05 12:08:00,359043379931766239,1.0,14.64894,11.27192,10.0636,13.51006,10.87657,44.35533,55.02471,78.38181,50.03068,80.95685
129,2018-05-05 12:09:00,8630330696303481099,0.0,9.67972,15.43087,15.4319,9.1886,15.86357,43.05069,42.24235,39.28027,28.92119,9.66197
130,2018-05-05 12:10:00,359043379931766585,0.0,11.21376,14.74211,13.27097,12.67678,14.13454,75.06966,43.57114,20.20135,99.91981,52.34338
131,2018-05-05 12:11:00,863033069630348420,0.0,15.06512,13.5045,13.97094,12.37993,14.96935,52.36912,4.99283,71.0808,18.90669,60.93571
132,2018-05-05 12:12:00,359043379931766692,0.0,10.67383,14.81798,10.72774,14.98302,11.78213,59.75491,45.75224,19.57851,85.64779,66.7188
133,2018-05-05 12:13:00,3590433799317661636,0.0,8.60545,15.38423,14.31889,14.50692,15.54598,74.07519,99.02466,40.28314,16.43917,39.11791
134,2018-05-05 12:14:00,863033069630348420,1.0,13.07212,7.651,12.21359,9.83171,11.64667,39.33424,22.11367,28.37041,66.61596,64.86204
135,2018-05-05 12:15:00,8630330696303481016,1.0,12.95733,14.07847,12.50427,12.01115,14.00893,49.19155,69.50813,77.71565,96.74885,33.78637
136,2018-05-05 12:16:00,359043379931766247,0.0,8.67667,15.86359,16.11963,11.67663,9.52724,51.91836,66.06808,13.27858,15.65858,94.59807
137,2018-05-05 12:17:00,359043379931766106,1.0,15.48826,10.50037,10.5699,12.91135,12.58493,50.13082,47.83431,80.22514,44.57204,5.87052
138,2018-05-05 12:18:00,3590433799317661859,1.0,17.2946,10.33179,9.9754,11.88647,9.38341,73.08653,55.99278,67.28881,70.8818,88.12207
139,2018-05-05 12:19:00,3590433799317661859,1.0,15.39542,10.32781,11.16152,10.48267,10.11362,57.40616,39.2657,97.14026,5.36893,54.83032
140,2018-05-05 12:20:00,8630330696303481354,1.0,7.61254,17.39764,14.58105,14.03319,8.96929,47.54691,20.81714,69.67264,96.50196,88.69258
141,2018-05-05 12:21:00,863033069630348651,1.0,14.23321,12.94399,11.09094,8.5249,13.29824,66.47441,22.21239,5.97255,68.41108,50.36008
142,2018-05-05 12:22:00,8630330696303481925,1.0,15.24203,8.24968,12.44436,11.88715,9.81923,30.70723,18.59865,2.96759,91.35501,67.09116
143,2018-05-05 12:23:00,8630330696303481735,1.0,15.78599,10.64832,9.4599,13.32707,9.7211,28.78122,11.49665,96.92726,99.2344,57.26232
144,2018-05-05 12:24:00,863033069630348743,0.0,11.15655,11.1875,12.5077,14.31557,14.36579,43.45494,99.57839,11.66383,53.92415,61.11365
145,2018-05-05 12:25:00,8630330696303481578,0.0,15.90876,14.13085,13.33647,7.71389,11.4595,64.38474,46.73044,8.8098,61.58243,45.6951
146,2018-05-05 12:26:00,3590433799317661651,1.0,14.2168,11.12244,10.7504,13.67099,12.6309,56.15549,67.36973,21.76222,89.6643,13.84274
147,2018-05-05 12:27:00,359043379931766171,1.0,10.55784,19.37243,12.64342,15.7081,8.34634,33.58898,2.52563,41.98825,3.46849,59.22605
148,2018-05-05 12:28:00,359043379931766726,1.0,13.80513,9.26664,8.65662,13.58085,9.4166,58.7112,77.19874,38.58146,44.62534,98.77875
149,2018-05-05 12:29:00,8630330696303482337,1.0,17.79036,7.78475,12.16865,10.19259,7.60565,35.36165,56.92683,47.05312,44.07338,64.05662
150,2018-05-05 12:30:00,3590433799317662246,1.0,9.54908,13.18927,12.59168,11.40909,7.96591,69.79371,98.22325,7.66921,60.48,39.95466
151,2018-05-05 12:31:00,8630330696303481263,1.0,11.191,15.83124,11.46369,15.15808,10.51531,56.279,27.06203,58.08028,24.04566,89.55675
152,2018-05-05 12:32:00,3590433799317661750,0.0,15.06008,14.92358,11.94406,7.63913,10.90308,52.21701,28.70062,3.70203,68.04023,0.85353
153,2018-05-05 12:33:00,863033069630348909,1.0,8.70998,13.39073,13.00821,13.47617,9.02624,58.41451,38.83684,46.1634,84.87736,8.64592
154,2018-05-05 12:34:00,3590433799317661321,1.0,12.79094,16.71623,10.70569,14.09514,11.95933,60.12265,13.81236,41.42031,91.2633,59.01561
155,2018-05-05 12:35:00,3590433799317661818,0.0,10.21833,14.59803,12.71624,14.61613,15.52978,81.57821,15.70211,78.06625,98.34597,82.1289
156,2018-05-05 12:36:00,8630330696303481354,1.0,12.4698,15.95529,13.78222,16.00369,11.44182,55.592,65.20577,21.29036,1.41278,85.79349
157,2018-05-05 12:37:00,359043379931766536,1.0,11.59523,16.47099,10.21792,11.21222,10.51763,64.12645,14.41813,91.81385,67.75104,33.62763
158,2018-05-05 12:38:00,863033069630348800,1.0,13.04984,15.13235,8.76454,12.79923,11.25991,40.6141,61.75211,10.60277,96.42713,0.5555
159,2018-05-05 12:39:00,863033069630348842,0.0,9.81146,18.08243,17.4582,12.06058,11.9811,39.85465,66.79677,10.46067,8.18436,85.58198
160,2018-05-05 12:40:00,8630330696303481750,0.0,12.66711,10.98483,14.13589,11.53584,14.07861,61.08501,96.34261,26.48351,16.41965,11.64216
161,2018-05-05 12:41:00,3590433799317661925,0.0,9.91347,16.0669,16.27028,14.10262,13.7812,66.68006,73.85896,5.94917,99.12749,66.79013
162,2018-05-05 12:42:00,8630330696303481636,0.0,11.58252,14.96589,12.48717,12.61974,11.37125,68.3654,37.38537,35.91733,86.54243,88.90497
163,2018-05-05 12:43:00,3590433799317661925,0.0,11.94122,15.20212,10.90437,14.51072,11.63383,49.52606,51.51466,76.16747,38.38508,51.56851
164,2018-05-05 12:44:00,863033069630348545,1.0,14.68384,10.83934,11.2737,7.43791,10.28469,47.00989,97.57696,72.86348,63.37876,39.19414
165,2018-05-05 12:45:00,8630330696303481578,0.0,13.87338,9.15232,11.06137,9.89262,9.56449,33.38257,38.07084,37.92554,64.49909,51.93377
166,2018-05-05 12:46:00,3590433799317661818,0.0,15.14983,7.3799,14.54584,12.67546,12.32205,46.62755,42.85613,98.6266,7.59546,90.68583
167,2018-05-05 12:47:00,8630330696303481032,0.0,9.70273,15.18924,12.83523,11.38478,7.45583,53.51627,36.52347,82.39016,15.50239,98.42032
168,2018-05-05 12:48:00,359043379931766528,1.0,16.50818,13.2266,7.61229,9.6779,10.08655,52.19801,26.90829,53.13912,37.1593,20.1289
169,2018-05-05 12:49:00,863033069630348313,0.0,10.51091,12.63034,12.26294,10.63509,14.01906,51.16184,17.29958,24.84921,44.40987,6.09879
170,2018-05-05 12:50:00,863033069630348859,1.0,15.2433,11.87053,11.50166,13.37231,11.69574,55.94783,27.85568,63.01707,18.23008,4.77665
171,2018-05-05 12:51:00,863033069630348602,0.0,9.98121,15.30363,13.34283,12.3772,9.20627,51.92461,51.81641,88.76387,55.6745,54.61305
172,2018-05-05 12:52:00,359043379931766296,1.0,15.53024,13.2294,10.25433,7.53751,12.76059,63.76921,66.87396,44.00313,19.46209,7.42533
173,2018-05-05 12:53:00,8630330696303481446,1.0,10.73986,13.35538,10.65432,18.63158,11.2402,37.0384,14.98831,45.59038,39.22705,71.75727
174,2018-05-05 12:54:00,8630330696303481271,1.0,10.63269,10.27986,11.34285,12.1674,11.80072,64.06122,84.29805,4.54428,13.01734,67.23992
175,2018-05-05 12:55:00,3590433799317661065,0.0,9.9902,10.83722,14.93174,11.20888,13.14145,49.65023,6.72206,41.92537,23.2193,31.7558
176,2018-05-05 12:56:00,8630330696303481750,1.0,7.84055,13.02923,9.94556,14.44561,11.56731,53.206,63.80724,92.31141,90.80915,60.04279
177,2018-05-05 12:57:00,359043379931766197,1.0,8.26668,15.53465,10.03721,12.23176,14.31272,55.77432,53.86867,52.23988,60.47397,32.17481
178,2018-05-05 12:58:00,863033069630348016,1.0,11.92257,9.91255,10.43365,11.2809,11.90605,56.52941,79.07354,84.43775,13.25572,98.75308
179,2018-05-05 12:59:00,3590433799317661271,1.0,14.27922,15.61792,11.38779,13.67006,11.9575,55.59052,96.07936,94.15299,65.76088,84.26867
