,latitude,longitude,store_name,code,location,imei
181,44.92934,37.99117,Krymsk,RU,Europe/Moscow,3590433799317661883
182,28.98002,77.70636,Meerut,IN,Asia/Kolkata,359043379931766387
183,51.168,7.973,Finnentrop,DE,Europe/Berlin,359043379931766122
184,50.82882,-0.32247,Lancing,GB,Europe/London,3590433799317661909
185,51.168,7.973,Finnentrop,DE,Europe/Berlin,359043379931766379
186,40.1675,34.37389,Sungurlu,TR,Europe/Istanbul,863033069630348321
187,23.29549,113.82465,Licheng,CN,Asia/Shanghai,359043379931766221
188,44.73941,-93.12577,Rosemount,US,America/Chicago,359043379931766692
189,50.64336,7.2278,Bad Honnef,DE,Europe/Berlin,863033069630348966
190,50.75,2.25,Saint-Omer,FR,Europe/Paris,8630330696303481180
191,34.09611,-118.10583,San Gabriel,US,America/Los_Angeles,3590433799317661511
192,36.76775,2.95924,Cheraga,DZ,Africa/Algiers,863033069630348867
193,50.9803,11.32903,Weimar,DE,Europe/Berlin,359043379931766551
194,35.88264,-80.08199,Thomasville,US,America/New_York,8630330696303482402
195,15.45144,78.14797,Betamcherla,IN,Asia/Kolkata,3590433799317661362
196,51.20219,7.36027,Radevormwald,DE,Europe/Berlin,359043379931766460
197,-4.5833,15.16554,Kasangulu,CD,Africa/Kinshasa,8630330696303481040
198,48.8222,2.12213,Le Chesnay,FR,Europe/Paris,359043379931766551
199,51.84819,1.26738,Walton-on-the-Naze,GB,Europe/London,8630330696303481248
200,43.1122,12.38878,Perugia,IT,Europe/Rome,359043379931766171
201,40.78206,72.34424,Andijon,UZ,Asia/Tashkent,359043379931766239
202,36.64852,51.49621,Nowshahr,IR,Asia/Tehran,359043379931766734
203,42.62833,20.89389,Glogovac,XK,Europe/Belgrade,3590433799317662105
204,51.955,5.22778,Culemborg,NL,Europe/Amsterdam,8630330696303482337
205,33.92946,-116.97725,Beaumont,US,America/Los_Angeles,8630330696303481818
206,51.40944,46.04833,Privolzhskiy,RU,Europe/Saratov,8630330696303481628
207,46.23899,-63.13414,Charlottetown,CA,America/Halifax,863033069630348818
208,50.7236,-3.52751,Exeter,GB,Europe/London,863033069630348677
209,9.82564,78.25795,Tiruppuvanam,IN,Asia/Kolkata,359043379931766494
210,34.09668,-117.71978,Claremont,US,America/Los_Angeles,8630330696303481370
211,51.47805,6.8625,Oberhausen,DE,Europe/Berlin,863033069630348057
212,17.30858,97.01124,Kyaikto,MM,Asia/Yangon,863033069630348685
213,-20.25333,-43.80139,Itabirito,BR,America/Sao_Paulo,3590433799317661107
214,-10.95817,-38.79084,Tucano,BR,America/Bahia,3590433799317662220
215,40.58654,-122.39168,Redding,US,America/Los_Angeles,3590433799317662121
216,41.54566,-71.29144,Middletown,US,America/New_York,8630330696303482402
217,10.98778,-74.95472,Puerto Colombia,CO,America/Bogota,8630330696303481867
218,58.04254,65.27258,Tavda,RU,Asia/Yekaterinburg,359043379931766023
219,22.37066,114.10479,Tsuen Wan,HK,Asia/Hong_Kong,863033069630348560
220,-7.60361,37.00438,Kidodi,TZ,Africa/Dar_es_Salaam,359043379931766312
221,-4.83,29.65806,Mwandiga,TZ,Africa/Dar_es_Salaam,8630330696303481388
222,7.83389,-72.47417,Villa del Rosario,CO,America/Bogota,863033069630348198
223,53.53041,43.67663,Nizhniy Lomov,RU,Europe/Moscow,3590433799317661396
224,11.93381,79.82979,Puducherry,IN,Asia/Kolkata,8630330696303481065
225,25.92493,73.66633,Sojat,IN,Asia/Kolkata,8630330696303481818
226,23.15678,-81.24441,Varadero,CU,America/Havana,3590433799317662451
227,9.89206,43.38531,Baki,SO,Africa/Mogadishu,359043379931766460
228,33.42585,-6.00137,Oulmes,MA,Africa/Casablanca,359043379931766486
229,48.98994,2.1699,Herblay,FR,Europe/Paris,8630330696303482345
230,7.62789,4.74161,Ilesa,NG,Africa/Lagos,3590433799317661123
231,34.15429,3.50309,Messaad,DZ,Africa/Algiers,359043379931766775
232,43.61092,3.87723,Montpellier,FR,Europe/Paris,863033069630348370
233,12.1277,78.15794,Dharmapuri,IN,Asia/Kolkata,3590433799317661404
234,-6.91806,106.92667,Sukabumi,ID,Asia/Jakarta,359043379931766049
235,45.78071,12.84052,Portogruaro,IT,Europe/Rome,8630330696303481818
236,40.64621,-73.97069,Kensington,US,America/New_York,359043379931766007
237,9.535,-13.68778,Camayenne,GN,Africa/Conakry,863033069630348032
238,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,3590433799317661958
239,10.29085,105.75635,Sa Dec,VN,Asia/Ho_Chi_Minh,8630330696303481073
240,13.44581,101.18445,Phanat Nikhom,TH,Asia/Bangkok,359043379931766346
241,58.1908,40.17171,Danilov,RU,Europe/Moscow,8630330696303482071
242,-31.25033,-61.4867,Rafaela,AR,America/Argentina/Cordoba,359043379931766593
243,41.15376,-87.88754,Bourbonnais,US,America/Chicago,8630330696303481800
244,54.8421,46.5813,Alatyr’,RU,Europe/Moscow,3590433799317661677
245,12.35275,121.06761,San Jose,PH,Asia/Manila,8630330696303481362
246,-7.76667,35.7,Iringa,TZ,Africa/Dar_es_Salaam,863033069630348982
247,48.49144,9.20427,Reutlingen,DE,Europe/Berlin,8630330696303481735
248,45.16024,-93.08883,Lino Lakes,US,America/Chicago,359043379931766304
249,48.77644,2.29026,Sceaux,FR,Europe/Paris,8630330696303481834
250,17.94979,-94.91386,Acayucan,MX,America/Mexico_City,3590433799317662386
251,51.39148,-0.29825,Surbiton,GB,Europe/London,359043379931766965
252,18.18158,76.03889,Osmanabad,IN,Asia/Kolkata,8630330696303482303
253,44.43579,26.01649,Sector 6,RO,Europe/Bucharest,359043379931766023
254,12.12278,-61.62498,Grenville,GD,America/Grenada,359043379931766460
255,43.50891,16.43915,Split,HR,Europe/Zagreb,863033069630348404
256,53.37596,51.3452,Otradnyy,RU,Europe/Samara,863033069630348917
257,36.08497,9.37082,Siliana,TN,Africa/Tunis,359043379931766791
258,-22.57306,-47.1725,Artur Nogueira,BR,America/Sao_Paulo,3590433799317662212
259,-32.45242,-71.23106,La Ligua,CL,America/Santiago,359043379931766270
260,30.46907,70.96699,Kot Addu,PK,Asia/Karachi,3590433799317661727
261,9.3337,122.8637,Santa Catalina,PH,Asia/Manila,359043379931766809
262,-7.0981,109.3243,Randudongkal,ID,Asia/Jakarta,8630330696303481743
263,53.77166,38.12408,Bogoroditsk,RU,Europe/Moscow,3590433799317662329
264,8.56697,123.33471,Dipolog,PH,Asia/Manila,3590433799317662352
265,48.43174,17.8031,Hlohovec,SK,Europe/Bratislava,3590433799317661362
266,33.92866,-6.90656,Temara,MA,Africa/Casablanca,3590433799317662378
267,-33.59217,-70.6996,San Bernardo,CL,America/Santiago,3590433799317662105
268,61.72744,17.10558,Hudiksvall,SE,Europe/Stockholm,8630330696303481826
269,9.91861,-68.30472,Tinaquillo,VE,America/Caracas,8630330696303482055
270,34.25807,-88.70464,Tupelo,US,America/Chicago,8630330696303481404
271,-31.25033,-61.4867,Rafaela,AR,America/Argentina/Cordoba,3590433799317661099
272,50.073658,14.41854,Praha,CZ,Europe/Prague,8630330696303481388
273,43.71032,-1.05366,Dax,FR,Europe/Paris,3590433799317661149
274,10.31672,123.89071,Cebu City,PH,Asia/Manila,3590433799317661008
275,44.31771,9.32241,Chiavari,IT,Europe/Rome,863033069630348156
276,50.71229,4.52529,Rixensart,BE,Europe/Brussels,8630330696303481214
277,36.24624,139.07204,Fujioka,JP,Asia/Tokyo,8630330696303482030
278,40.81,-73.9625,Morningside Heights,US,America/New_York,3590433799317661701
279,61.78491,34.34691,Petrozavodsk,RU,Europe/Moscow,359043379931766403
280,37.74615,-25.66689,Ponta Delgada,PT,Atlantic/Azores,8630330696303482311
281,55.38752,36.73307,Naro-Fominsk,RU,Europe/Moscow,359043379931766437
282,35.50056,117.63083,Pingyi,CN,Asia/Shanghai,359043379931766403
283,48.43174,17.8031,Hlohovec,SK,Europe/Bratislava,863033069630348511
284,29.22254,79.5286,Haldwani,IN,Asia/Kolkata,863033069630348305
285,36.08497,9.37082,Siliana,TN,Africa/Tunis,359043379931766395
286,-3.20333,-52.20639,Altamira,BR,America/Santarem,359043379931766007
287,58.7002,59.4839,Kachkanar,RU,Asia/Yekaterinburg,863033069630348487
288,34.86472,117.55417,Zaozhuang,CN,Asia/Shanghai,359043379931766775
289,42.16808,-88.42814,Huntley,US,America/Chicago,3590433799317661123
290,43.71032,-1.05366,Dax,FR,Europe/Paris,359043379931766122
291,52.61131,13.31783,Hermsdorf,DE,Europe/Berlin,3590433799317661180
292,-22.45667,-47.53028,Santa Gertrudes,BR,America/Sao_Paulo,3590433799317661685
293,53.37596,51.3452,Otradnyy,RU,Europe/Samara,8630330696303481388
294,42.30865,-83.48216,Canton,US,America/Detroit,3590433799317662030
295,48.0,-4.1,Quimper,FR,Europe/Paris,359043379931766999
296,36.46917,10.78222,Beni Khiar,TN,Africa/Tunis,3590433799317662352
297,42.64031,125.51176,Dongfeng,CN,Asia/Shanghai,3590433799317661651
298,34.08565,74.80555,Srinagar,IN,Asia/Kolkata,863033069630348727
299,12.74409,-8.07257,Kati,ML,Africa/Bamako,3590433799317661248
300,-1.26424,104.09701,Simpang,ID,Asia/Jakarta,8630330696303481800
301,-31.4488,-60.93173,Esperanza,AR,America/Argentina/Cordoba,8630330696303481339
302,51.64316,-0.36053,Bushey,GB,Europe/London,863033069630348073
303,44.85278,65.50917,Kyzylorda,KZ,Asia/Qyzylorda,3590433799317662295
304,25.92127,86.79271,Madhipura,IN,Asia/Kolkata,3590433799317661768
305,48.46458,9.22796,Pfullingen,DE,Europe/Berlin,3590433799317661222
306,20.28527,-103.42897,Jocotepec,MX,America/Mexico_City,359043379931766262
307,37.31309,40.74357,Mardin,TR,Europe/Istanbul,863033069630348636
308,18.20854,-71.10077,Santa Cruz de Barahona,DO,America/Santo_Domingo,863033069630348180
309,18.51957,73.85535,Pune,IN,Asia/Kolkata,3590433799317661545
310,49.68369,8.61839,Bensheim,DE,Europe/Berlin,359043379931766494
311,28.98002,77.70636,Meerut,IN,Asia/Kolkata,3590433799317661743
312,32.9156,-117.14392,Mira Mesa,US,America/Los_Angeles,359043379931766718
313,23.9028,89.11943,Kushtia,BD,Asia/Dhaka,8630330696303481479
314,33.41012,-91.06177,Greenville,US,America/Chicago,3590433799317662469
315,45.99194,29.41824,Artsyz,UA,Europe/Kyiv,863033069630348511
316,-17.83333,48.41667,Ambatondrazaka,MG,Indian/Antananarivo,863033069630348891
317,28.15112,-82.46148,Lutz,US,America/New_York,863033069630348131
318,40.53123,17.58522,Francavilla Fontana,IT,Europe/Rome,3590433799317661461
319,49.65186,26.97253,Krasyliv,UA,Europe/Kyiv,359043379931766452
320,51.78967,1.15597,Clacton-on-Sea,GB,Europe/London,8630330696303481198
321,15.79408,104.1451,Yasothon,TH,Asia/Bangkok,8630330696303481677
322,53.51684,-113.3187,Sherwood Park,CA,America/Edmonton,3590433799317661016
323,32.61603,44.02488,Karbala,IQ,Asia/Baghdad,8630330696303481768
324,68.79833,16.54165,Harstad,NO,Europe/Oslo,8630330696303482162
325,55.8736,85.4265,Yashkino,RU,Asia/Novokuznetsk,359043379931766635
326,68.79833,16.54165,Harstad,NO,Europe/Oslo,863033069630348040
327,45.39402,9.29109,San Giuliano Milanese,IT,Europe/Rome,3590433799317661040
328,5.6561,-75.87877,Andes,CO,America/Bogota,863033069630348347
329,5.4709,100.24529,Batu Feringgi,MY,Asia/Kuala_Lumpur,3590433799317661008
330,43.32393,5.4584,Les Olives,FR,Europe/Paris,8630330696303481602
331,27.55898,68.21204,Larkana,PK,Asia/Karachi,8630330696303481503
332,6.25947,102.05461,Tak Bai,TH,Asia/Bangkok,8630330696303481958
333,17.54907,82.85749,Elamanchili,IN,Asia/Kolkata,863033069630348552
334,20.28527,-103.42897,Jocotepec,MX,America/Mexico_City,359043379931766569
335,50.09019,8.4493,Hofheim am Taunus,DE,Europe/Berlin,3590433799317661867
336,51.67822,33.9162,Hlukhiv,UA,Europe/Kyiv,863033069630348396
337,18.03496,-66.8499,Yauco,PR,America/Puerto_Rico,8630330696303482477
338,53.14657,140.72287,Nikolayevsk-on-Amure,RU,Asia/Vladivostok,359043379931766049
339,48.35149,8.96317,Hechingen,DE,Europe/Berlin,359043379931766700
340,43.83125,5.03586,Cavaillon,FR,Europe/Paris,3590433799317661982
341,38.72706,-9.24671,Carnaxide,PT,Europe/Lisbon,8630330696303481289
342,49.820923,18.262524,Ostrava,CZ,Europe/Prague,8630330696303482220
343,45.69558,4.7934,Saint-Genis-Laval,FR,Europe/Paris,359043379931766809
344,28.98002,77.70636,Meerut,IN,Asia/Kolkata,3590433799317661560
345,64.5635,39.8302,Severodvinsk,RU,Europe/Moscow,8630330696303482279
346,48.46458,9.22796,Pfullingen,DE,Europe/Berlin,8630330696303481560
347,51.95838,4.47124,Schiebroek,NL,Europe/Amsterdam,3590433799317661537
348,9.58126,8.2926,Kafanchan,NG,Africa/Lagos,863033069630348867
349,41.63976,2.35739,Cardedeu,ES,Europe/Madrid,3590433799317661412
350,49.41029,38.15035,Svatove,UA,Europe/Zaporozhye,3590433799317661230
351,54.60528,18.34717,Reda,PL,Europe/Warsaw,8630330696303482014
352,55.8736,85.4265,Yashkino,RU,Asia/Novokuznetsk,863033069630348412
353,16.68911,98.50893,Myawadi,MM,Asia/Yangon,3590433799317661370
354,11.50526,77.23826,Sathyamangalam,IN,Asia/Kolkata,8630330696303481784
355,44.43579,26.01649,Sector 6,RO,Europe/Bucharest,863033069630348453
356,40.66482,122.22833,Yingkou,CN,Asia/Shanghai,3590433799317662030
357,40.94065,-73.99681,Dumont,US,America/New_York,8630330696303482196
358,53.6052,10.03988,Barmbek-Nord,DE,Europe/Berlin,8630330696303482451
359,41.80753,-87.65644,New City,US,America/Chicago,359043379931766445
360,50.75,2.25,Saint-Omer,FR,Europe/Paris,8630330696303481297
361,51.26,-2.1875,Westbury,GB,Europe/London,3590433799317662451
362,-6.48167,106.85417,Cibinong,ID,Asia/Jakarta,8630330696303481701
