,ts,imei,mwra,p.android.chrome,p.android.externalstorage,p.android.gm,p.android.packageinstaller,p.android.settings,p.android.documentsui,p.system,p.gms.persistent,p.android.gms,p.simulator,p.inputmethod.latin,p.android.vending,p.notifier,p.katana,p.browser.provider,p.olauncher,p.process.gapps,p.google,p.android.defcontainer,p.dogalize
21,2018-05-05 10:21:00,3590433799317662444,0.0,14.57202,12.1327,14.89441,13.76102,15.82777,11.41329,10.79262,30.38266,0.06697,31.56452,48.29835,48.21487,57.34321,63.75945,29.40213,52.66003,5.80542,41.4951,35.6664,83.53528
22,2018-05-05 10:22:00,3590433799317662014,0.0,13.09837,13.82993,15.11894,16.49373,13.19346,13.78113,12.02266,41.50411,0.01533,67.53706,52.00102,13.66278,20.08013,82.91479,40.78862,21.53062,27.63178,18.40115,71.45947,75.18363
23,2018-05-05 10:23:00,8630330696303482154,0.0,15.94653,16.39018,13.06251,16.02602,12.79233,12.16417,10.0525,60.63946,0.26459,32.5965,37.08582,45.7358,96.59767,81.05174,95.27202,5.63937,75.54684,38.59401,5.89614,67.65526
24,2018-05-05 10:24:00,3590433799317661354,1.0,17.45711,13.2444,10.67176,12.23,10.94962,16.21972,13.66963,62.63909,1.19833,56.83073,50.63422,39.33221,95.75352,28.27857,87.7573,29.48149,75.1108,57.7526,25.76208,92.66409
25,2018-05-05 10:25:00,8630330696303481594,0.0,13.656,14.32695,12.42897,12.94076,12.61503,9.50697,12.21338,58.91562,0.02679,46.89528,57.83815,46.1356,39.30292,58.37703,62.50465,43.51049,97.16185,37.10853,27.35455,84.18826
26,2018-05-05 10:26:00,8630330696303481123,0.0,12.84338,15.03806,15.81572,13.89983,15.32415,13.81336,13.15087,36.1287,0.0119,58.35827,67.33803,57.34273,57.65322,63.78203,49.22869,78.00481,53.77748,37.60449,44.5889,44.57909
27,2018-05-05 10:27:00,863033069630348701,1.0,11.40917,9.66442,8.27807,17.6708,8.26727,10.92253,14.59669,41.66102,0.00286,58.28299,46.19053,68.88559,92.73723,30.28104,79.51493,38.49042,32.66287,88.20026,21.7895,95.63071
28,2018-05-05 10:28:00,3590433799317662477,1.0,12.75941,13.3342,9.87385,17.48217,11.60396,11.23145,10.49245,57.93619,0.01096,60.76944,35.2345,40.48348,70.03693,47.32978,49.54192,94.06198,4.57472,68.91664,79.00835,93.14959
29,2018-05-05 10:29:00,8630330696303481586,0.0,13.35756,15.66183,13.71408,13.9643,11.55952,14.06247,13.01654,57.51794,0.0199,74.72714,62.87061,73.20655,88.97248,17.72953,36.12387,56.54698,31.67687,52.95086,43.10543,14.80473
30,2018-05-05 10:30:00,359043379931766650,0.0,15.12852,11.85693,12.17214,12.57201,12.10851,15.412,16.1884,47.9684,0.11679,42.35793,49.13389,32.12253,36.40175,64.7267,46.79703,47.78686,94.35989,29.74218,77.61566,15.68315
31,2018-05-05 10:31:00,8630330696303481420,0.0,8.20913,15.28829,13.86057,15.90319,14.70777,17.00407,9.58738,28.89295,0.00013,49.99388,62.49727,74.77462,95.19793,27.4465,40.09582,83.74988,4.66081,45.81934,58.74539,13.01163
32,2018-05-05 10:32:00,863033069630348693,1.0,12.00534,11.68171,14.53091,11.11857,14.00667,13.83161,13.6409,62.82396,0.00518,23.51373,47.52274,41.83658,76.73868,15.15337,54.02345,48.21931,68.08031,2.0329,27.02857,49.86568
33,2018-05-05 10:33:00,8630330696303481073,0.0,9.98849,15.56915,11.13169,15.56812,13.10793,15.2156,11.95326,55.94729,0.00073,37.73219,73.3702,67.69167,92.13404,6.14574,81.87216,68.51993,42.72044,31.83468,67.7159,38.90206
34,2018-05-05 10:34:00,8630330696303481859,1.0,7.024,13.45809,8.67025,13.5055,14.41736,15.97779,10.65017,42.38811,6e-05,71.90024,64.52893,54.66297,98.80102,72.22739,99.77021,32.21208,49.78775,55.24547,83.26,93.7312
35,2018-05-05 10:35:00,3590433799317661099,0.0,18.17915,16.84633,11.63746,14.17544,12.89186,10.99201,9.4961,42.45102,2.46692,40.10317,69.60803,50.11238,88.48263,13.41619,51.20903,29.06246,52.4505,97.71732,12.41669,38.23818
36,2018-05-05 10:36:00,8630330696303481891,1.0,15.88367,12.09814,9.93745,14.91158,9.69067,15.7637,15.80059,53.56676,0.24847,35.68622,69.5625,48.86388,8.35552,11.56351,11.8539,24.42403,26.84631,29.06529,79.08073,11.58625
37,2018-05-05 10:37:00,359043379931766130,1.0,12.54205,12.14953,10.5328,16.33673,15.41208,11.39252,15.65375,28.04287,0.00883,44.76412,41.38001,61.53219,74.08794,68.57105,72.71212,22.70178,13.77117,33.50405,37.96112,69.59398
38,2018-05-05 10:38:00,3590433799317661651,0.0,16.78975,8.57799,9.25348,15.9013,11.9397,14.05408,12.74809,52.73694,0.61483,47.93588,52.34139,46.0097,89.10033,57.32973,68.91833,72.27226,98.64953,42.78286,57.54179,17.46119
39,2018-05-05 10:39:00,8630330696303481131,1.0,9.79331,13.90091,15.52281,14.38108,16.64473,13.11769,9.29397,60.25049,0.00061,36.59086,56.2632,45.19406,37.86799,41.16354,6.32432,75.99451,77.07768,90.74466,51.39705,96.87913
40,2018-05-05 10:40:00,3590433799317661248,1.0,14.02686,7.92483,10.47435,15.74587,11.35506,16.04669,13.77016,35.88913,0.03881,51.64671,56.10617,59.19494,44.36293,23.31258,84.11767,75.45218,25.2048,28.48699,87.41872,2.07425
41,2018-05-05 10:41:00,3590433799317662022,0.0,14.25007,15.88217,15.45302,13.97346,15.55931,13.80804,12.90151,47.8186,0.04853,49.83972,77.11208,43.04206,16.92091,32.99028,0.81117,20.80182,66.29454,19.05811,62.41957,50.79173
42,2018-05-05 10:42:00,359043379931766239,1.0,16.00007,10.73829,13.12077,12.02365,13.5732,12.85282,15.55841,60.62053,0.27915,47.98412,36.99537,50.90041,57.99629,49.7591,34.23479,37.64317,80.88575,0.04443,15.50797,23.11972
43,2018-05-05 10:43:00,8630330696303481107,0.0,12.39081,14.49382,14.52943,13.0034,15.1691,11.29107,11.40365,34.94618,0.00762,31.19529,59.23835,72.09048,87.3581,10.82284,54.36622,63.72098,39.35229,49.12919,76.21893,91.27131
44,2018-05-05 10:44:00,863033069630348917,0.0,10.79687,15.52213,17.32118,15.60487,12.14662,8.92547,13.47884,52.84847,0.00155,45.15127,46.09661,53.56543,59.81365,28.006,83.9572,75.77869,47.53617,51.42649,42.53818,20.62779
45,2018-05-05 10:45:00,863033069630348446,0.0,13.58435,13.63487,14.94254,14.17523,13.12164,9.14926,11.04826,39.67913,0.02498,42.16439,65.93073,40.7837,72.75139,34.67146,40.5566,74.80899,35.5253,55.79065,41.53911,8.42142
46,2018-05-05 10:46:00,863033069630348636,0.0,10.60698,13.35698,11.90584,13.02973,12.04236,13.21469,9.59543,44.5079,0.00131,68.36411,45.56978,57.80987,91.7304,40.13887,51.97658,95.28776,78.10398,22.37208,77.5419,86.80251
47,2018-05-05 10:47:00,359043379931766569,1.0,14.1683,9.24705,8.08104,19.0447,8.07338,15.10424,12.92008,41.9215,0.04469,42.02905,53.40232,49.12816,83.42937,75.72436,57.66232,4.46413,12.5361,62.08442,86.77883,21.53857
48,2018-05-05 10:48:00,8630330696303482022,1.0,9.66349,16.255,11.7264,15.27653,11.92738,16.06499,10.87917,66.07746,0.00055,34.12034,55.10448,30.3765,30.43914,61.78592,81.05691,40.75479,20.94339,67.47012,24.30139,91.91564
49,2018-05-05 10:49:00,863033069630348891,1.0,7.83211,13.1314,10.05488,13.67345,16.07096,14.79111,13.37742,44.66845,0.00013,42.96949,66.70691,40.20656,48.43292,46.98162,71.391,49.67806,93.69552,33.99418,11.28265,10.17048
50,2018-05-05 10:50:00,8630330696303481883,0.0,12.21453,12.48098,16.60427,14.87427,13.85959,10.68906,13.63345,59.56645,0.00635,43.90625,59.59303,56.46393,57.62384,8.36394,38.08939,20.1485,53.24685,95.76595,68.82991,43.62438
51,2018-05-05 10:51:00,3590433799317662311,1.0,15.88507,15.28788,13.49698,13.28884,14.96595,15.78979,19.29359,50.52283,0.24882,41.40607,70.10032,74.73587,6.52248,69.32583,94.9066,71.86594,95.0185,98.28725,69.44365,81.82539
52,2018-05-05 10:52:00,8630330696303481602,1.0,8.06749,15.36013,10.37973,13.21111,14.42077,17.07394,11.22648,30.86747,0.00013,45.424,49.62155,33.14427,86.28859,0.26196,25.14004,73.74008,9.07497,55.63369,75.85225,96.41196
53,2018-05-05 10:53:00,863033069630348263,1.0,11.6748,12.82946,11.57756,13.36707,13.63382,11.28447,14.3975,58.31485,0.00371,60.18969,53.90976,53.15566,36.19598,74.00739,46.01704,13.31845,92.66945,89.56866,29.48455,98.74029
54,2018-05-05 10:54:00,863033069630348925,1.0,12.71942,7.31359,8.17046,18.20287,9.79183,16.35198,15.23693,61.16892,0.01053,45.56911,58.9839,67.90976,66.54454,41.59792,48.53649,38.13274,83.3484,61.2223,4.37955,8.12535
55,2018-05-05 10:55:00,359043379931766411,0.0,9.67373,13.10812,14.52115,15.87275,13.49193,15.76422,11.21554,42.57002,0.00052,50.9261,58.71169,67.29269,58.79335,60.09257,63.00259,74.9255,9.8818,26.16513,2.99665,67.28888
56,2018-05-05 10:56:00,8630330696303482089,0.0,10.79512,13.55746,16.371867,12.75498,18.75526,11.42881,11.54335,44.51803,0.00157,63.58635,52.46346,28.89058,75.03816,87.27228,85.19801,51.68513,39.21232,62.12238,90.12846,36.21357
57,2018-05-05 10:57:00,359043379931766973,1.0,12.65884,11.56629,11.5784,14.86459,13.37052,13.48654,14.7415,58.43335,0.0099,52.62535,56.68051,45.1431,81.67981,89.06932,52.84897,52.26513,3.77025,53.8185,70.12077,74.23381
58,2018-05-05 10:58:00,863033069630348149,1.0,10.83131,13.97627,15.24208,13.90614,13.92101,13.71422,8.61971,36.56414,0.00163,35.61654,42.12629,78.51039,58.60423,27.52808,34.42198,78.10138,33.0143,56.37362,9.28366,35.69262
59,2018-05-05 10:59:00,3590433799317661123,1.0,11.42226,15.06088,12.80239,12.15388,12.24437,14.00938,13.76163,66.80977,0.0029,46.30148,64.96572,58.23557,79.36341,31.46518,18.68127,97.41451,98.07001,41.00473,8.62397,12.14274
60,2018-05-05 11:00:00,8630330696303482493,0.0,13.86562,15.29112,14.69623,15.56221,13.95892,15.92711,13.91844,44.11631,0.03307,54.76465,64.49212,43.11922,36.88006,61.63346,26.92659,94.4794,39.20755,8.97505,73.77023,53.83658
61,2018-05-05 11:01:00,8630330696303481842,1.0,14.76224,8.43453,11.61915,15.47209,13.92459,15.01565,11.55665,57.44072,0.08098,57.92476,70.95704,56.17458,48.01362,0.409,11.09499,80.25922,57.77564,18.63564,38.52256,61.66431
62,2018-05-05 11:02:00,863033069630348180,1.0,12.52504,9.07753,10.87919,15.31386,11.43499,13.75827,17.8959,46.39358,0.0087,51.96694,45.79216,64.74842,6.20594,46.51688,20.37678,16.36921,75.41892,4.74897,60.45115,92.15888
63,2018-05-05 11:03:00,863033069630348404,0.0,16.4099,12.64974,9.75375,15.66906,8.99216,11.70418,17.26617,51.48245,0.42056,47.15947,54.34285,49.96999,96.52145,59.12728,6.04252,71.15514,38.98176,17.23318,28.08276,74.78213
64,2018-05-05 11:04:00,3590433799317661073,1.0,11.60934,14.81507,9.71721,14.14303,15.80674,14.14933,17.02242,62.65033,0.00351,56.84089,50.58097,46.6302,22.26081,25.65013,99.62303,89.1391,23.04623,89.98824,59.49224,47.83521
65,2018-05-05 11:05:00,8630330696303481776,1.0,12.09069,13.73351,9.65601,15.79897,15.45399,14.17753,18.16888,54.79797,0.00562,34.14677,55.26465,68.79393,67.80935,18.26672,41.22654,40.00652,3.12337,63.58692,44.04453,7.36813
66,2018-05-05 11:06:00,8630330696303481081,1.0,9.43949,19.50105,9.57554,14.33484,15.76462,18.80731,13.67752,41.70869,0.00041,54.80941,49.51801,39.13454,49.53229,96.14582,66.08679,54.1336,30.20816,24.01617,80.16136,28.76587
67,2018-05-05 11:07:00,359043379931766569,1.0,14.48355,13.32897,11.6126,14.14332,14.72019,11.7414,18.60468,47.86794,0.06131,43.77531,54.10332,38.95648,10.75381,77.65286,5.93587,80.66051,51.19646,31.22,97.42861,24.12312
68,2018-05-05 11:08:00,8630330696303481784,0.0,10.15106,14.65081,13.2982,14.61187,10.13594,17.26893,13.27969,47.65042,0.00084,54.87538,70.40139,56.59901,69.48041,51.06395,56.92174,62.43133,53.94834,23.95603,2.05216,80.62489
69,2018-05-05 11:09:00,3590433799317661479,1.0,11.92587,13.66234,11.09155,15.74685,14.10317,11.83013,14.67928,38.92117,0.0048,50.59276,66.34169,57.90214,35.49658,59.14432,95.93154,9.96451,57.45372,78.75234,30.99131,31.04157
70,2018-05-05 11:10:00,8630330696303482063,1.0,12.78778,7.78981,10.52782,15.83248,13.00498,11.00119,8.76105,59.6003,0.01127,50.14661,47.48951,48.93487,95.29895,72.69324,6.01732,12.16366,21.24874,54.65235,25.51457,65.53505
71,2018-05-05 11:11:00,8630330696303482220,0.0,15.83218,16.41472,15.46278,11.74633,12.76171,13.45458,15.23893,66.59807,0.23601,28.85356,43.22036,50.57789,49.11008,15.58921,69.28961,39.30552,30.55498,2.58548,39.43872,0.38371
72,2018-05-05 11:12:00,3590433799317661867,0.0,8.95079,12.15767,18.19247,14.8371,15.8603,9.98644,15.97067,45.85564,0.00025,37.13106,47.92421,60.48656,68.03015,60.13669,97.13308,5.08657,28.57474,51.26046,58.36246,61.58943
73,2018-05-05 11:13:00,863033069630348057,1.0,5.42968,15.35588,8.82007,13.62564,13.90343,15.80241,8.44255,27.27519,5e-05,15.73221,66.07808,57.04292,28.60058,24.29296,46.43592,71.16084,25.28283,96.1211,89.85766,1.49721
74,2018-05-05 11:14:00,863033069630348461,1.0,17.48754,11.03428,12.46559,10.27236,15.06593,16.21369,16.23296,46.67157,1.23537,52.19211,58.14091,28.43008,56.63304,23.02624,2.60533,63.4567,16.02236,9.81933,9.72136,32.57668
75,2018-05-05 11:15:00,359043379931766296,0.0,15.76175,15.58862,13.80981,16.13592,15.6156,12.17079,9.69042,54.13595,0.21996,45.11419,50.50536,41.52397,8.28217,28.28355,84.97609,87.70447,5.33366,40.01245,44.76523,57.62737
76,2018-05-05 11:16:00,3590433799317661784,0.0,8.69012,15.48485,11.38481,13.39123,14.78116,13.24852,12.4983,42.07919,0.00021,54.69343,57.97921,43.03293,26.67963,44.0881,43.47046,62.2534,49.99014,47.83718,34.54667,85.07782
77,2018-05-05 11:17:00,359043379931766700,0.0,19.30655,12.22956,16.96249,16.35948,14.16139,9.22739,6.89274,69.18467,7.61676,48.24672,41.086,61.27661,64.4648,70.78076,48.49781,21.17709,80.53052,82.66178,76.7591,62.61947
78,2018-05-05 11:18:00,8630330696303481859,1.0,17.82754,11.69009,11.26784,11.5573,14.87431,12.95135,11.99222,51.40856,1.73561,12.38177,58.93935,43.98037,41.1315,90.44529,1.92385,16.21468,21.02166,52.48741,19.78004,19.82621
79,2018-05-05 11:19:00,3590433799317662147,0.0,14.64246,12.8818,14.3702,15.35626,15.542,13.34633,11.83052,46.93832,0.07184,40.79923,64.7863,51.462,49.3685,75.41211,67.24492,29.09644,30.95619,94.73729,55.74965,55.25983
80,2018-05-05 11:20:00,359043379931766437,0.0,10.11567,15.95492,13.29471,12.2402,14.00062,15.5337,12.58639,39.86985,0.00081,36.56561,48.19336,49.32701,78.90116,50.12914,82.91598,2.17035,99.37751,31.18536,30.86212,11.85511
81,2018-05-05 11:21:00,863033069630348214,1.0,14.11626,10.29087,12.64427,14.57496,13.99706,12.73835,17.59299,38.48391,0.04243,48.4402,37.94565,42.95329,64.19391,26.86763,56.68602,57.83175,33.40637,26.43668,47.18871,93.02049
82,2018-05-05 11:22:00,3590433799317661487,1.0,12.42815,17.66949,11.76815,16.62997,13.32845,18.44687,14.84,41.75523,0.00787,46.86104,59.93537,56.69273,63.78285,47.77439,48.79478,9.87377,11.39184,74.07622,52.18798,44.0835
83,2018-05-05 11:23:00,863033069630348271,1.0,7.36973,15.26502,11.57005,11.98187,14.67203,19.80665,11.21058,31.39302,7e-05,41.71918,40.79126,39.51634,4.24169,88.94624,28.4945,1.73535,86.93526,69.12529,42.44459,41.86062
84,2018-05-05 11:24:00,3590433799317661982,1.0,7.6895,14.83479,9.72884,13.52883,14.32235,16.15692,11.69639,79.49177,9e-05,61.23327,49.49574,60.73214,14.42959,12.2055,33.70846,44.69369,74.34149,39.67975,25.16777,99.83427
85,2018-05-05 11:25:00,863033069630348552,1.0,18.11076,12.20685,10.26584,14.0384,10.33435,17.14704,15.67273,59.43491,2.30384,75.3563,69.66089,45.85606,47.80985,80.14767,72.46748,48.65908,83.3983,44.09636,44.65143,45.10268
86,2018-05-05 11:26:00,359043379931766254,0.0,14.77844,15.54441,13.06129,12.78928,13.31577,8.90069,11.26226,59.54428,0.08231,42.97073,27.76242,53.8369,44.00165,50.53585,43.71241,56.99358,46.20461,48.60846,49.11891,47.94148
87,2018-05-05 11:27:00,359043379931766460,1.0,13.48913,17.43943,12.03781,16.07915,15.17769,16.3657,17.30001,32.73151,0.02268,47.15127,44.35376,51.4388,84.32316,74.51565,66.365,6.07693,12.8556,25.92145,4.29091,84.73329
88,2018-05-05 11:28:00,8630330696303482386,0.0,10.8757,15.68001,16.16884,14.27766,15.63369,13.19921,14.02327,36.41433,0.00168,45.62056,59.33217,60.02408,53.84881,91.09557,1.72302,19.69445,48.48158,65.88393,5.53748,14.62835
89,2018-05-05 11:29:00,3590433799317661453,0.0,11.31494,10.97413,7.46794,19.05074,6.98499,14.62812,12.56176,51.6076,0.00261,40.16551,53.90922,50.61669,99.08627,23.54028,20.78072,41.55069,7.32841,71.24725,36.43123,36.38994
90,2018-05-05 11:30:00,8630330696303481131,0.0,12.8103,13.79273,11.64768,14.74468,12.93552,15.67921,10.7182,64.17471,0.01153,62.19126,49.46706,40.96046,47.15489,76.37387,49.79559,55.07127,10.69154,16.75207,10.02154,75.35571
91,2018-05-05 11:31:00,8630330696303482329,1.0,8.09314,13.0692,8.05353,14.48024,17.3776,13.8617,13.89414,39.24148,0.00013,49.03236,73.73258,39.03342,12.4824,13.92575,81.56383,9.21961,77.03986,82.23165,7.38567,89.48309
92,2018-05-05 11:32:00,8630330696303482238,0.0,16.31926,15.69414,14.29237,17.37235,15.82011,14.00968,10.24512,35.89062,0.38406,65.04383,44.37221,38.29249,74.14034,45.39287,64.33299,28.57697,78.72398,51.03739,41.83864,29.37217
93,2018-05-05 11:33:00,863033069630348107,1.0,15.3875,12.40491,10.88156,14.70732,9.51101,18.43663,15.6065,46.07086,0.15129,44.52877,60.52499,61.28717,76.81099,96.74501,70.00942,66.71152,56.53259,42.25942,21.06592,62.53682
94,2018-05-05 11:34:00,8630330696303481800,1.0,11.15615,14.47688,11.24163,17.61173,13.01386,15.54278,10.91938,40.07928,0.00225,56.71442,44.6102,53.4018,25.39193,73.81401,41.51872,33.1608,80.37412,24.55999,89.90675,86.82406
95,2018-05-05 11:35:00,3590433799317661990,1.0,12.787,12.72905,11.22603,16.67618,15.00355,14.69152,15.87508,23.04542,0.01128,26.61171,49.22039,49.22121,64.78654,65.90619,7.93576,42.33232,0.19385,17.79607,41.80069,64.08559
96,2018-05-05 11:36:00,8630330696303481420,1.0,10.98889,14.02162,10.29002,12.82416,17.90196,13.73735,18.28589,49.86,0.00191,38.14259,57.87067,46.53686,33.18758,63.04239,75.84548,55.11836,97.10134,4.43652,44.17401,8.63426
97,2018-05-05 11:37:00,863033069630348586,0.0,15.51722,15.78686,13.37762,17.74967,15.11351,12.64107,9.63998,50.28825,0.17223,55.65126,35.56176,43.26115,51.2593,58.18415,46.35318,67.47258,27.68479,75.76255,15.95021,4.87618
98,2018-05-05 11:38:00,359043379931766999,0.0,15.12224,15.78741,15.48638,12.96869,14.49307,9.58612,9.77239,31.50234,0.11605,33.02639,44.00251,32.39292,68.4514,82.06107,39.47518,69.88824,74.2795,7.10063,7.51981,69.90069
99,2018-05-05 11:39:00,3590433799317661933,1.0,11.71129,14.86511,15.50406,12.37887,12.81159,16.08057,14.22587,47.68679,0.00386,51.61668,58.03265,53.82267,48.44813,26.88733,69.5325,71.30713,53.66081,93.72906,17.3173,99.49616
100,2018-05-05 11:40:00,3590433799317661875,1.0,14.97572,8.16703,10.07777,11.88417,14.93823,14.90676,8.57082,63.59734,0.10025,34.40853,48.21227,52.18426,45.35081,38.03826,31.5816,63.57564,95.09877,18.5118,33.65733,94.77903
101,2018-05-05 11:41:00,863033069630348289,0.0,11.35191,16.66923,17.65425,16.90994,18.84264,10.36206,12.28114,59.25359,0.00272,65.41087,42.73929,42.17267,44.0263,43.05193,44.57612,25.96222,75.86862,70.54094,25.87647,14.54879
102,2018-05-05 11:42:00,359043379931766601,0.0,10.99381,14.23593,16.371867,16.59122,17.11255,14.35832,12.0352,58.02924,0.00189,34.54633,55.32279,27.51536,17.91324,62.18876,5.3307,84.34578,91.74195,17.5857,29.65104,54.50176
103,2018-05-05 11:43:00,359043379931766239,0.0,9.89034,17.79996,15.46732,15.7218,13.50334,9.40251,14.39301,57.19147,0.0007,62.51767,43.72224,44.098,64.94439,80.83755,86.59911,66.8312,23.26581,98.41466,64.01102,9.68125
104,2018-05-05 11:44:00,8630330696303482022,0.0,14.97285,15.80268,15.48204,15.12685,16.60226,10.50574,8.64203,39.89951,0.09995,30.0192,45.03535,44.55078,79.55699,3.52738,7.55216,91.71316,80.80558,1.56645,78.25654,77.31575
105,2018-05-05 11:45:00,359043379931766171,1.0,14.67205,10.85004,9.32148,12.36817,11.05058,15.93697,12.93511,39.74042,0.074,87.43798,60.7585,50.768,53.94368,96.47929,51.761,2.50099,31.01033,87.0188,87.08799,67.38827
106,2018-05-05 11:46:00,8630330696303481982,1.0,12.05223,14.42575,12.24957,14.83325,13.0159,15.01198,12.20385,31.2837,0.00541,68.17057,57.1357,50.13178,84.60761,36.92016,99.97405,66.01275,48.22005,68.73496,46.3396,19.91342
107,2018-05-05 11:47:00,3590433799317662212,1.0,9.20585,14.12522,11.12973,18.84483,6.36217,14.55816,17.94842,47.31043,0.00032,50.33201,51.60708,45.06958,31.04238,31.64486,93.86434,68.15578,85.43608,85.60814,7.33864,23.62606
