latitude	longitude	store_name	code	location	imei
33.14447	47.3799	Darreh Shahr	IR	Asia/Tehran	3590433799317661669
3.31332	117.59152	Tarakan	ID	Asia/Makassar	3590433799317662485
48.07667	8.64409	Trossingen	DE	Europe/Berlin	359043379931766007
29.65163	-82.32483	Gainesville	US	America/New_York	8630330696303481909
45.40008	-73.58248	Sainte-Catherine	CA	America/Toronto	863033069630348198
32.54044	-82.90375	Dublin	US	America/New_York	863033069630348818
9.15093	-79.62098	Chilibre	PA	America/Panama	863033069630348800
16.455	120.5875	La Trinidad	PH	Asia/Manila	3590433799317661248
16.0567	103.65309	Roi Et	TH	Asia/Bangkok	3590433799317661719
31.76212	-95.63079	Palestine	US	America/Chicago	8630330696303481412
6.46838	-73.26022	Socorro	CO	America/Bogota	863033069630348040
11.86064	9.0027	Gaya	NG	Africa/Lagos	8630330696303481446
48.07667	8.64409	Trossingen	DE	Europe/Berlin	3590433799317662360
51.47805	6.8625	Oberhausen	DE	Europe/Berlin	8630330696303481727
50.82882	-0.32247	Lancing	GB	Europe/London	8630330696303481735
52.61131	13.31783	Hermsdorf	DE	Europe/Berlin	863033069630348420
25.95533	68.88871	Jhol	PK	Asia/Karachi	3590433799317661438
-11.94306	-76.70944	Chosica	PE	America/Lima	8630330696303482022
51.40944	46.04833	Privolzhskiy	RU	Europe/Saratov	8630330696303482493
39.46667	141.95	Yamada	JP	Asia/Tokyo	863033069630348206
-29.2975	-51.50361	Carlos Barbosa	BR	America/Sao_Paulo	8630330696303482279
22.88783	84.13864	Jashpurnagar	IN	Asia/Kolkata	3590433799317662204
56.11281	69.49015	Ishim	RU	Asia/Yekaterinburg	359043379931766049
41.47892	-87.45476	Schererville	US	America/Chicago	8630330696303481016
37.16911	10.03478	El Alia	TN	Africa/Tunis	8630330696303481644
57.14369	-2.09814	Aberdeen	GB	Europe/London	863033069630348974
50.8	3.16667	Wevelgem	BE	Europe/Brussels	3590433799317661479
5.84752	-5.682	Lakota	CI	Africa/Abidjan	8630330696303482063
46.67535	5.55575	Lons-le-Saunier	FR	Europe/Paris	3590433799317661990
40.87329	14.43865	Somma Vesuviana	IT	Europe/Rome	8630330696303481008
53.69786	-2.68758	Leyland	GB	Europe/London	359043379931766981
41.77583	140.73667	Hakodate	JP	Asia/Tokyo	3590433799317662097
12.74482	4.52514	Argungu	NG	Africa/Lagos	863033069630348669
39.43534	-84.20299	Lebanon	US	America/New_York	863033069630348966
41.27621	-72.86843	East Haven	US	America/New_York	3590433799317662485
23.49668	86.68363	Adra	IN	Asia/Kolkata	863033069630348032
38.96667	-0.18333	Gandia	ES	Europe/Madrid	3590433799317661248
42.62833	20.89389	Glogovac	XK	Europe/Belgrade	3590433799317661214
51.21667	6.26667	Schwalmtal	DE	Europe/Berlin	863033069630348073
25.92127	86.79271	Madhipura	IN	Asia/Kolkata	8630330696303481677
19.32932	-98.1664	Contla	MX	America/Mexico_City	3590433799317662402
32.42067	-104.22884	Carlsbad	US	America/Denver	3590433799317661875
48.90982	2.45012	Bobigny	FR	Europe/Paris	359043379931766593
22.10194	85.37752	Barbil	IN	Asia/Kolkata	359043379931766775
13.70167	-89.10944	Ilopango	SV	America/El_Salvador	8630330696303482311
38.47917	-1.325	Jumilla	ES	Europe/Madrid	3590433799317661701
7.83389	-72.47417	Villa del Rosario	CO	America/Bogota	3590433799317661859
52.26083	7.00417	Losser	NL	Europe/Amsterdam	359043379931766262
56.56317	-2.58736	Arbroath	GB	Europe/London	8630330696303481032
50.7236	-3.52751	Exeter	GB	Europe/London	359043379931766080
4.2475	9.00472	Idenao	CM	Africa/Douala	863033069630348883
39.45621	-77.96389	Martinsburg	US	America/New_York	359043379931766932
36.46917	10.78222	Beni Khiar	TN	Africa/Tunis	3590433799317661990
37.56667	140.11667	Inawashiro	JP	Asia/Tokyo	3590433799317661370
56.11281	69.49015	Ishim	RU	Asia/Yekaterinburg	3590433799317661594
51.67822	33.9162	Hlukhiv	UA	Europe/Kyiv	8630330696303481396
18.42745	-67.15407	Aguadilla	PR	America/Puerto_Rico	3590433799317661073
-13.7804	34.4587	Salima	MW	Africa/Blantyre	359043379931766833
49.144482	15.006139	Jindřichův Hradec	CZ	Europe/Prague	3590433799317662170
48.975658	14.480255	České Budějovice	CZ	Europe/Prague	3590433799317661198
10.12268	77.54372	Periyakulam	IN	Asia/Kolkata	3590433799317661032
48.98994	2.1699	Herblay	FR	Europe/Paris	3590433799317662378
8.35122	-62.64102	Ciudad Guayana	VE	America/Caracas	8630330696303481735
4.96667	10.7	Tonga	CM	Africa/Douala	8630330696303481289
-7.60361	37.00438	Kidodi	TZ	Africa/Dar_es_Salaam	8630330696303481453
35.89972	14.51472	Valletta	MT	Europe/Malta	8630330696303481313
41.24264	16.50104	Bisceglie	IT	Europe/Rome	8630330696303481834
52.53048	13.29371	Charlottenburg-Nord	DE	Europe/Berlin	3590433799317661495
32.5007	-94.74049	Longview	US	America/Chicago	3590433799317661529
34.77453	-96.67834	Ada	US	America/Chicago	863033069630348586
20.21322	-100.88023	Salvatierra	MX	America/Mexico_City	359043379931766395
38.13708	41.00817	Silvan	TR	Europe/Istanbul	863033069630348222
28.88162	120.03308	Guli	CN	Asia/Shanghai	3590433799317662493
55.82885	-4.21376	Rutherglen	GB	Europe/London	3590433799317661115
21.53889	71.57737	Gariadhar	IN	Asia/Kolkata	863033069630348818
35.72917	10.58082	Msaken	TN	Africa/Tunis	359043379931766510
13.51825	99.95469	Damnoen Saduak	TH	Asia/Bangkok	359043379931766858
10.61285	12.19458	Biu	NG	Africa/Lagos	8630330696303482022
37.49073	-2.77259	Baza	ES	Europe/Madrid	8630330696303482238
49.65186	26.97253	Krasyliv	UA	Europe/Kyiv	8630330696303481131
48.35149	8.96317	Hechingen	DE	Europe/Berlin	8630330696303481230
5.20856	-74.73584	Honda	CO	America/Bogota	8630330696303481339
30.75545	20.22625	Ajdabiya	LY	Africa/Tripoli	3590433799317661131
35.50056	117.63083	Pingyi	CN	Asia/Shanghai	8630330696303481917
59.37722	28.19028	Narva	EE	Europe/Tallinn	359043379931766411
42.8139	-1.64295	Segundo Ensanche	ES	Europe/Madrid	863033069630348347
42.64031	125.51176	Dongfeng	CN	Asia/Shanghai	3590433799317661404
45.44694	8.62118	Novara	IT	Europe/Rome	8630330696303482105
23.02677	113.13148	Foshan	CN	Asia/Shanghai	8630330696303482220
25.49043	85.94001	Teghra	IN	Asia/Kolkata	8630330696303481883
33.7207	-116.21677	Indio	US	America/Los_Angeles	359043379931766015
-8.66667	-35.71667	Catende	BR	America/Recife	863033069630348644
40.87363	14.34085	Volla	IT	Europe/Rome	3590433799317662360
52.2	8.63333	Kirchlengern	DE	Europe/Berlin	3590433799317661545
34.85	117.33333	Taozhuang	CN	Asia/Shanghai	8630330696303481024
36.08497	9.37082	Siliana	TN	Africa/Tunis	3590433799317661826
-23.7975	-48.59278	Buri	BR	America/Sao_Paulo	8630330696303481214
25.95533	68.88871	Jhol	PK	Asia/Karachi	3590433799317661917
35.25064	-91.73625	Searcy	US	America/Chicago	863033069630348016
36.53333	136.61667	Nonoichi	JP	Asia/Tokyo	863033069630348297
23.1959	86.51499	Kenda	IN	Asia/Kolkata	359043379931766445
1.6	103.81667	Ulu Tiram	MY	Asia/Kuala_Lumpur	3590433799317661339
40.1675	34.37389	Sungurlu	TR	Europe/Istanbul	359043379931766528
17.34769	78.55757	Lal Bahadur Nagar	IN	Asia/Kolkata	359043379931766999
48.52961	12.16179	Landshut	DE	Europe/Berlin	3590433799317661438
10.12268	77.54372	Periyakulam	IN	Asia/Kolkata	8630330696303481628
-7.54972	110.71639	Ngemplak	ID	Asia/Jakarta	3590433799317662386
44.92934	37.99117	Krymsk	RU	Europe/Moscow	3590433799317661883
28.98002	77.70636	Meerut	IN	Asia/Kolkata	359043379931766387
51.168	7.973	Finnentrop	DE	Europe/Berlin	359043379931766122
50.82882	-0.32247	Lancing	GB	Europe/London	3590433799317661909
51.168	7.973	Finnentrop	DE	Europe/Berlin	359043379931766379
40.1675	34.37389	Sungurlu	TR	Europe/Istanbul	863033069630348321
23.29549	113.82465	Licheng	CN	Asia/Shanghai	359043379931766221
44.73941	-93.12577	Rosemount	US	America/Chicago	359043379931766692
50.64336	7.2278	Bad Honnef	DE	Europe/Berlin	863033069630348966
50.75	2.25	Saint-Omer	FR	Europe/Paris	8630330696303481180
34.09611	-118.10583	San Gabriel	US	America/Los_Angeles	3590433799317661511
36.76775	2.95924	Cheraga	DZ	Africa/Algiers	863033069630348867
50.9803	11.32903	Weimar	DE	Europe/Berlin	359043379931766551
35.88264	-80.08199	Thomasville	US	America/New_York	8630330696303482402
15.45144	78.14797	Betamcherla	IN	Asia/Kolkata	3590433799317661362
51.20219	7.36027	Radevormwald	DE	Europe/Berlin	359043379931766460
-4.5833	15.16554	Kasangulu	CD	Africa/Kinshasa	8630330696303481040
48.8222	2.12213	Le Chesnay	FR	Europe/Paris	359043379931766551
51.84819	1.26738	Walton-on-the-Naze	GB	Europe/London	8630330696303481248
43.1122	12.38878	Perugia	IT	Europe/Rome	359043379931766171
40.78206	72.34424	Andijon	UZ	Asia/Tashkent	359043379931766239
36.64852	51.49621	Nowshahr	IR	Asia/Tehran	359043379931766734
42.62833	20.89389	Glogovac	XK	Europe/Belgrade	3590433799317662105
51.955	5.22778	Culemborg	NL	Europe/Amsterdam	8630330696303482337
33.92946	-116.97725	Beaumont	US	America/Los_Angeles	8630330696303481818
51.40944	46.04833	Privolzhskiy	RU	Europe/Saratov	8630330696303481628
46.23899	-63.13414	Charlottetown	CA	America/Halifax	863033069630348818
50.7236	-3.52751	Exeter	GB	Europe/London	863033069630348677
9.82564	78.25795	Tiruppuvanam	IN	Asia/Kolkata	359043379931766494
34.09668	-117.71978	Claremont	US	America/Los_Angeles	8630330696303481370
51.47805	6.8625	Oberhausen	DE	Europe/Berlin	863033069630348057
17.30858	97.01124	Kyaikto	MM	Asia/Yangon	863033069630348685
-20.25333	-43.80139	Itabirito	BR	America/Sao_Paulo	3590433799317661107
-10.95817	-38.79084	Tucano	BR	America/Bahia	3590433799317662220
40.58654	-122.39168	Redding	US	America/Los_Angeles	3590433799317662121
41.54566	-71.29144	Middletown	US	America/New_York	8630330696303482402
10.98778	-74.95472	Puerto Colombia	CO	America/Bogota	8630330696303481867
58.04254	65.27258	Tavda	RU	Asia/Yekaterinburg	359043379931766023
22.37066	114.10479	Tsuen Wan	HK	Asia/Hong_Kong	863033069630348560
-7.60361	37.00438	Kidodi	TZ	Africa/Dar_es_Salaam	359043379931766312
-4.83	29.65806	Mwandiga	TZ	Africa/Dar_es_Salaam	8630330696303481388
7.83389	-72.47417	Villa del Rosario	CO	America/Bogota	863033069630348198
53.53041	43.67663	Nizhniy Lomov	RU	Europe/Moscow	3590433799317661396
11.93381	79.82979	Puducherry	IN	Asia/Kolkata	8630330696303481065
25.92493	73.66633	Sojat	IN	Asia/Kolkata	8630330696303481818
23.15678	-81.24441	Varadero	CU	America/Havana	3590433799317662451
9.89206	43.38531	Baki	SO	Africa/Mogadishu	359043379931766460
33.42585	-6.00137	Oulmes	MA	Africa/Casablanca	359043379931766486
48.98994	2.1699	Herblay	FR	Europe/Paris	8630330696303482345
7.62789	4.74161	Ilesa	NG	Africa/Lagos	3590433799317661123
34.15429	3.50309	Messaad	DZ	Africa/Algiers	359043379931766775
43.61092	3.87723	Montpellier	FR	Europe/Paris	863033069630348370
12.1277	78.15794	Dharmapuri	IN	Asia/Kolkata	3590433799317661404
-6.91806	106.92667	Sukabumi	ID	Asia/Jakarta	359043379931766049
45.78071	12.84052	Portogruaro	IT	Europe/Rome	8630330696303481818
40.64621	-73.97069	Kensington	US	America/New_York	359043379931766007
9.535	-13.68778	Camayenne	GN	Africa/Conakry	863033069630348032
32.05971	34.8732	Ganei Tikva	IL	Asia/Jerusalem	3590433799317661958
10.29085	105.75635	Sa Dec	VN	Asia/Ho_Chi_Minh	8630330696303481073
13.44581	101.18445	Phanat Nikhom	TH	Asia/Bangkok	359043379931766346
58.1908	40.17171	Danilov	RU	Europe/Moscow	8630330696303482071
-31.25033	-61.4867	Rafaela	AR	America/Argentina/Cordoba	359043379931766593
41.15376	-87.88754	Bourbonnais	US	America/Chicago	8630330696303481800
54.8421	46.5813	Alatyr‚Äô	RU	Europe/Moscow	3590433799317661677
12.35275	121.06761	San Jose	PH	Asia/Manila	8630330696303481362
-7.76667	35.7	Iringa	TZ	Africa/Dar_es_Salaam	863033069630348982
48.49144	9.20427	Reutlingen	DE	Europe/Berlin	8630330696303481735
45.16024	-93.08883	Lino Lakes	US	America/Chicago	359043379931766304
48.77644	2.29026	Sceaux	FR	Europe/Paris	8630330696303481834
17.94979	-94.91386	Acayucan	MX	America/Mexico_City	3590433799317662386
51.39148	-0.29825	Surbiton	GB	Europe/London	359043379931766965
18.18158	76.03889	Osmanabad	IN	Asia/Kolkata	8630330696303482303
44.43579	26.01649	Sector 6	RO	Europe/Bucharest	359043379931766023
12.12278	-61.62498	Grenville	GD	America/Grenada	359043379931766460
43.50891	16.43915	Split	HR	Europe/Zagreb	863033069630348404
53.37596	51.3452	Otradnyy	RU	Europe/Samara	863033069630348917
36.08497	9.37082	Siliana	TN	Africa/Tunis	359043379931766791
-22.57306	-47.1725	Artur Nogueira	BR	America/Sao_Paulo	3590433799317662212
-32.45242	-71.23106	La Ligua	CL	America/Santiago	359043379931766270
30.46907	70.96699	Kot Addu	PK	Asia/Karachi	3590433799317661727
9.3337	122.8637	Santa Catalina	PH	Asia/Manila	359043379931766809
-7.0981	109.3243	Randudongkal	ID	Asia/Jakarta	8630330696303481743
53.77166	38.12408	Bogoroditsk	RU	Europe/Moscow	3590433799317662329
8.56697	123.33471	Dipolog	PH	Asia/Manila	3590433799317662352
48.43174	17.8031	Hlohovec	SK	Europe/Bratislava	3590433799317661362
33.92866	-6.90656	Temara	MA	Africa/Casablanca	3590433799317662378
-33.59217	-70.6996	San Bernardo	CL	America/Santiago	3590433799317662105
61.72744	17.10558	Hudiksvall	SE	Europe/Stockholm	8630330696303481826
9.91861	-68.30472	Tinaquillo	VE	America/Caracas	8630330696303482055
34.25807	-88.70464	Tupelo	US	America/Chicago	8630330696303481404
-31.25033	-61.4867	Rafaela	AR	America/Argentina/Cordoba	3590433799317661099
50.073658	14.418540	Praha	CZ	Europe/Prague	8630330696303481388
43.71032	-1.05366	Dax	FR	Europe/Paris	3590433799317661149
10.31672	123.89071	Cebu City	PH	Asia/Manila	3590433799317661008
44.31771	9.32241	Chiavari	IT	Europe/Rome	863033069630348156
50.71229	4.52529	Rixensart	BE	Europe/Brussels	8630330696303481214
36.24624	139.07204	Fujioka	JP	Asia/Tokyo	8630330696303482030
40.81	-73.9625	Morningside Heights	US	America/New_York	3590433799317661701
61.78491	34.34691	Petrozavodsk	RU	Europe/Moscow	359043379931766403
37.74615	-25.66689	Ponta Delgada	PT	Atlantic/Azores	8630330696303482311
55.38752	36.73307	Naro-Fominsk	RU	Europe/Moscow	359043379931766437
35.50056	117.63083	Pingyi	CN	Asia/Shanghai	359043379931766403
48.43174	17.8031	Hlohovec	SK	Europe/Bratislava	863033069630348511
29.22254	79.5286	Haldwani	IN	Asia/Kolkata	863033069630348305
36.08497	9.37082	Siliana	TN	Africa/Tunis	359043379931766395
-3.20333	-52.20639	Altamira	BR	America/Santarem	359043379931766007
58.7002	59.4839	Kachkanar	RU	Asia/Yekaterinburg	863033069630348487
34.86472	117.55417	Zaozhuang	CN	Asia/Shanghai	359043379931766775
42.16808	-88.42814	Huntley	US	America/Chicago	3590433799317661123
43.71032	-1.05366	Dax	FR	Europe/Paris	359043379931766122
52.61131	13.31783	Hermsdorf	DE	Europe/Berlin	3590433799317661180
-22.45667	-47.53028	Santa Gertrudes	BR	America/Sao_Paulo	3590433799317661685
53.37596	51.3452	Otradnyy	RU	Europe/Samara	8630330696303481388
42.30865	-83.48216	Canton	US	America/Detroit	3590433799317662030
48	-4.1	Quimper	FR	Europe/Paris	359043379931766999
36.46917	10.78222	Beni Khiar	TN	Africa/Tunis	3590433799317662352
42.64031	125.51176	Dongfeng	CN	Asia/Shanghai	3590433799317661651
34.08565	74.80555	Srinagar	IN	Asia/Kolkata	863033069630348727
12.74409	-8.07257	Kati	ML	Africa/Bamako	3590433799317661248
-1.26424	104.09701	Simpang	ID	Asia/Jakarta	8630330696303481800
-31.4488	-60.93173	Esperanza	AR	America/Argentina/Cordoba	8630330696303481339
51.64316	-0.36053	Bushey	GB	Europe/London	863033069630348073
44.85278	65.50917	Kyzylorda	KZ	Asia/Qyzylorda	3590433799317662295
25.92127	86.79271	Madhipura	IN	Asia/Kolkata	3590433799317661768
48.46458	9.22796	Pfullingen	DE	Europe/Berlin	3590433799317661222
20.28527	-103.42897	Jocotepec	MX	America/Mexico_City	359043379931766262
37.31309	40.74357	Mardin	TR	Europe/Istanbul	863033069630348636
18.20854	-71.10077	Santa Cruz de Barahona	DO	America/Santo_Domingo	863033069630348180
18.51957	73.85535	Pune	IN	Asia/Kolkata	3590433799317661545
49.68369	8.61839	Bensheim	DE	Europe/Berlin	359043379931766494
28.98002	77.70636	Meerut	IN	Asia/Kolkata	3590433799317661743
32.9156	-117.14392	Mira Mesa	US	America/Los_Angeles	359043379931766718
23.9028	89.11943	Kushtia	BD	Asia/Dhaka	8630330696303481479
33.41012	-91.06177	Greenville	US	America/Chicago	3590433799317662469
45.99194	29.41824	Artsyz	UA	Europe/Kyiv	863033069630348511
-17.83333	48.41667	Ambatondrazaka	MG	Indian/Antananarivo	863033069630348891
28.15112	-82.46148	Lutz	US	America/New_York	863033069630348131
40.53123	17.58522	Francavilla Fontana	IT	Europe/Rome	3590433799317661461
49.65186	26.97253	Krasyliv	UA	Europe/Kyiv	359043379931766452
51.78967	1.15597	Clacton-on-Sea	GB	Europe/London	8630330696303481198
15.79408	104.1451	Yasothon	TH	Asia/Bangkok	8630330696303481677
53.51684	-113.3187	Sherwood Park	CA	America/Edmonton	3590433799317661016
32.61603	44.02488	Karbala	IQ	Asia/Baghdad	8630330696303481768
68.79833	16.54165	Harstad	NO	Europe/Oslo	8630330696303482162
55.8736	85.4265	Yashkino	RU	Asia/Novokuznetsk	359043379931766635
68.79833	16.54165	Harstad	NO	Europe/Oslo	863033069630348040
45.39402	9.29109	San Giuliano Milanese	IT	Europe/Rome	3590433799317661040
5.6561	-75.87877	Andes	CO	America/Bogota	863033069630348347
5.4709	100.24529	Batu Feringgi	MY	Asia/Kuala_Lumpur	3590433799317661008
43.32393	5.4584	Les Olives	FR	Europe/Paris	8630330696303481602
27.55898	68.21204	Larkana	PK	Asia/Karachi	8630330696303481503
6.25947	102.05461	Tak Bai	TH	Asia/Bangkok	8630330696303481958
17.54907	82.85749	Elamanchili	IN	Asia/Kolkata	863033069630348552
20.28527	-103.42897	Jocotepec	MX	America/Mexico_City	359043379931766569
50.09019	8.4493	Hofheim am Taunus	DE	Europe/Berlin	3590433799317661867
51.67822	33.9162	Hlukhiv	UA	Europe/Kyiv	863033069630348396
18.03496	-66.8499	Yauco	PR	America/Puerto_Rico	8630330696303482477
53.14657	140.72287	Nikolayevsk-on-Amure	RU	Asia/Vladivostok	359043379931766049
48.35149	8.96317	Hechingen	DE	Europe/Berlin	359043379931766700
43.83125	5.03586	Cavaillon	FR	Europe/Paris	3590433799317661982
38.72706	-9.24671	Carnaxide	PT	Europe/Lisbon	8630330696303481289
49.820923	18.262524	Ostrava	CZ	Europe/Prague	8630330696303482220
45.69558	4.7934	Saint-Genis-Laval	FR	Europe/Paris	359043379931766809
28.98002	77.70636	Meerut	IN	Asia/Kolkata	3590433799317661560
64.5635	39.8302	Severodvinsk	RU	Europe/Moscow	8630330696303482279
48.46458	9.22796	Pfullingen	DE	Europe/Berlin	8630330696303481560
51.95838	4.47124	Schiebroek	NL	Europe/Amsterdam	3590433799317661537
9.58126	8.2926	Kafanchan	NG	Africa/Lagos	863033069630348867
41.63976	2.35739	Cardedeu	ES	Europe/Madrid	3590433799317661412
49.41029	38.15035	Svatove	UA	Europe/Zaporozhye	3590433799317661230
54.60528	18.34717	Reda	PL	Europe/Warsaw	8630330696303482014
55.8736	85.4265	Yashkino	RU	Asia/Novokuznetsk	863033069630348412
16.68911	98.50893	Myawadi	MM	Asia/Yangon	3590433799317661370
11.50526	77.23826	Sathyamangalam	IN	Asia/Kolkata	8630330696303481784
44.43579	26.01649	Sector 6	RO	Europe/Bucharest	863033069630348453
40.66482	122.22833	Yingkou	CN	Asia/Shanghai	3590433799317662030
40.94065	-73.99681	Dumont	US	America/New_York	8630330696303482196
53.6052	10.03988	Barmbek-Nord	DE	Europe/Berlin	8630330696303482451
41.80753	-87.65644	New City	US	America/Chicago	359043379931766445
50.75	2.25	Saint-Omer	FR	Europe/Paris	8630330696303481297
51.26	-2.1875	Westbury	GB	Europe/London	3590433799317662451
-6.48167	106.85417	Cibinong	ID	Asia/Jakarta	8630330696303481701
34.9	137.5	Shinshiro	JP	Asia/Tokyo	359043379931766049
3.51667	11.5	Mbalmayo	CM	Africa/Douala	359043379931766460
36.75965	137.36215	Namerikawa	JP	Asia/Tokyo	359043379931766320
25.6439	77.9129	Narwar	IN	Asia/Kolkata	3590433799317662121
49.195061	16.606836	Brno	CZ	Europe/Prague	863033069630348511
12.25282	79.41727	Gingee	IN	Asia/Kolkata	3590433799317661768
4.02219	101.02083	Teluk Intan	MY	Asia/Kuala_Lumpur	8630330696303482212
5.90702	116.10146	Donggongon	MY	Asia/Kuching	359043379931766528
37.74615	-25.66689	Ponta Delgada	PT	Atlantic/Azores	3590433799317662113
51.42708	-0.91979	Lower Earley	GB	Europe/London	359043379931766361
53.53041	43.67663	Nizhniy Lomov	RU	Europe/Moscow	359043379931766825
34.09668	-117.71978	Claremont	US	America/Los_Angeles	8630330696303482345
37.1759	128.9889	T‚Äôaebaek	KR	Asia/Seoul	8630330696303481750
35.89972	14.51472	Valletta	MT	Europe/Malta	359043379931766130
-38.65333	178.00417	Gisborne	NZ	Pacific/Auckland	3590433799317661404
18.51957	73.85535	Pune	IN	Asia/Kolkata	3590433799317661347
27.92333	118.53333	Pucheng	CN	Asia/Shanghai	359043379931766296
9.15093	-79.62098	Chilibre	PA	America/Panama	8630330696303481123
11.50526	77.23826	Sathyamangalam	IN	Asia/Kolkata	863033069630348230
12.18441	18.69303	Mongo	TD	Africa/Ndjamena	8630330696303481156
