ts	imei	mwra	p.android.chrome	p.android.externalstorage	p.android.gm	p.android.packageinstaller	p.android.settings	p.android.documentsui	p.system	p.gms.persistent	p.android.gms	p.simulator	p.inputmethod.latin	p.android.vending	p.notifier	p.katana	p.browser.provider	p.olauncher	p.process.gapps	p.google	p.android.defcontainer	p.dogalize
2018-05-05 10:56:00	8630330696303482089	0.00000	10.79512	13.55746	19.27439	12.75498	18.75526	11.42881	11.54335	44.51803	0.00157	63.58635	52.46346	28.89058	75.03816	87.27228	85.19801	51.68513	39.21232	62.12238	90.12846	36.21357
2018-05-05 10:57:00	359043379931766973	1.00000	12.65884	11.56629	11.57840	14.86459	13.37052	13.48654	14.74150	58.43335	0.00990	52.62535	56.68051	45.14310	81.67981	89.06932	52.84897	52.26513	3.77025	53.81850	70.12077	74.23381
2018-05-05 10:58:00	863033069630348149	1.00000	10.83131	13.97627	15.24208	13.90614	13.92101	13.71422	8.61971	36.56414	0.00163	35.61654	42.12629	78.51039	58.60423	27.52808	34.42198	78.10138	33.01430	56.37362	9.28366	35.69262
2018-05-05 10:59:00	3590433799317661123	1.00000	11.42226	15.06088	12.80239	12.15388	12.24437	14.00938	13.76163	66.80977	0.00290	46.30148	64.96572	58.23557	79.36341	31.46518	18.68127	97.41451	98.07001	41.00473	8.62397	12.14274
2018-05-05 11:00:00	8630330696303482493	0.00000	13.86562	15.29112	14.69623	15.56221	13.95892	15.92711	13.91844	44.11631	0.03307	54.76465	64.49212	43.11922	36.88006	61.63346	26.92659	94.47940	39.20755	8.97505	73.77023	53.83658
2018-05-05 11:01:00	8630330696303481842	1.00000	14.76224	8.43453	11.61915	15.47209	13.92459	15.01565	11.55665	57.44072	0.08098	57.92476	70.95704	56.17458	48.01362	0.40900	11.09499	80.25922	57.77564	18.63564	38.52256	61.66431
2018-05-05 11:02:00	863033069630348180	1.00000	12.52504	9.07753	10.87919	15.31386	11.43499	13.75827	17.89590	46.39358	0.00870	51.96694	45.79216	64.74842	6.20594	46.51688	20.37678	16.36921	75.41892	4.74897	60.45115	92.15888
2018-05-05 11:03:00	863033069630348404	0.00000	16.40990	12.64974	9.75375	15.66906	8.99216	11.70418	17.26617	51.48245	0.42056	47.15947	54.34285	49.96999	96.52145	59.12728	6.04252	71.15514	38.98176	17.23318	28.08276	74.78213
2018-05-05 11:04:00	3590433799317661073	1.00000	11.60934	14.81507	9.71721	14.14303	15.80674	14.14933	17.02242	62.65033	0.00351	56.84089	50.58097	46.63020	22.26081	25.65013	99.62303	89.13910	23.04623	89.98824	59.49224	47.83521
2018-05-05 11:05:00	8630330696303481776	1.00000	12.09069	13.73351	9.65601	15.79897	15.45399	14.17753	18.16888	54.79797	0.00562	34.14677	55.26465	68.79393	67.80935	18.26672	41.22654	40.00652	3.12337	63.58692	44.04453	7.36813
2018-05-05 11:06:00	8630330696303481081	1.00000	9.43949	19.50105	9.57554	14.33484	15.76462	18.80731	13.67752	41.70869	0.00041	54.80941	49.51801	39.13454	49.53229	96.14582	66.08679	54.13360	30.20816	24.01617	80.16136	28.76587
2018-05-05 11:07:00	359043379931766569	1.00000	14.48355	13.32897	11.61260	14.14332	14.72019	11.74140	18.60468	47.86794	0.06131	43.77531	54.10332	38.95648	10.75381	77.65286	5.93587	80.66051	51.19646	31.22000	97.42861	24.12312
2018-05-05 11:08:00	8630330696303481784	0.00000	10.15106	14.65081	13.29820	14.61187	10.13594	17.26893	13.27969	47.65042	0.00084	54.87538	70.40139	56.59901	69.48041	51.06395	56.92174	62.43133	53.94834	23.95603	2.05216	80.62489
2018-05-05 11:09:00	3590433799317661479	1.00000	11.92587	13.66234	11.09155	15.74685	14.10317	11.83013	14.67928	38.92117	0.00480	50.59276	66.34169	57.90214	35.49658	59.14432	95.93154	9.96451	57.45372	78.75234	30.99131	31.04157
2018-05-05 11:10:00	8630330696303482063	1.00000	12.78778	7.78981	10.52782	15.83248	13.00498	11.00119	8.76105	59.60030	0.01127	50.14661	47.48951	48.93487	95.29895	72.69324	6.01732	12.16366	21.24874	54.65235	25.51457	65.53505
2018-05-05 11:11:00	8630330696303482220	0.00000	15.83218	16.41472	15.46278	11.74633	12.76171	13.45458	15.23893	66.59807	0.23601	28.85356	43.22036	50.57789	49.11008	15.58921	69.28961	39.30552	30.55498	2.58548	39.43872	0.38371
2018-05-05 11:12:00	3590433799317661867	0.00000	8.95079	12.15767	18.19247	14.83710	15.86030	9.98644	15.97067	45.85564	0.00025	37.13106	47.92421	60.48656	68.03015	60.13669	97.13308	5.08657	28.57474	51.26046	58.36246	61.58943
2018-05-05 11:13:00	863033069630348057	1.00000	5.42968	15.35588	8.82007	13.62564	13.90343	15.80241	8.44255	27.27519	0.00005	15.73221	66.07808	57.04292	28.60058	24.29296	46.43592	71.16084	25.28283	96.12110	89.85766	1.49721
2018-05-05 11:14:00	863033069630348461	1.00000	17.48754	11.03428	12.46559	10.27236	15.06593	16.21369	16.23296	46.67157	1.23537	52.19211	58.14091	28.43008	56.63304	23.02624	2.60533	63.45670	16.02236	9.81933	9.72136	32.57668
2018-05-05 11:15:00	359043379931766296	0.00000	15.76175	15.58862	13.80981	16.13592	15.61560	12.17079	9.69042	54.13595	0.21996	45.11419	50.50536	41.52397	8.28217	28.28355	84.97609	87.70447	5.33366	40.01245	44.76523	57.62737
2018-05-05 11:16:00	3590433799317661784	0.00000	8.69012	15.48485	11.38481	13.39123	14.78116	13.24852	12.49830	42.07919	0.00021	54.69343	57.97921	43.03293	26.67963	44.08810	43.47046	62.25340	49.99014	47.83718	34.54667	85.07782
2018-05-05 11:17:00	359043379931766700	0.00000	19.30655	12.22956	16.96249	16.35948	14.16139	9.22739	6.89274	69.18467	7.61676	48.24672	41.08600	61.27661	64.46480	70.78076	48.49781	21.17709	80.53052	82.66178	76.75910	62.61947
2018-05-05 11:18:00	8630330696303481859	1.00000	17.82754	11.69009	11.26784	11.55730	14.87431	12.95135	11.99222	51.40856	1.73561	12.38177	58.93935	43.98037	41.13150	90.44529	1.92385	16.21468	21.02166	52.48741	19.78004	19.82621
2018-05-05 11:19:00	3590433799317662147	0.00000	14.64246	12.88180	14.37020	15.35626	15.54200	13.34633	11.83052	46.93832	0.07184	40.79923	64.78630	51.46200	49.36850	75.41211	67.24492	29.09644	30.95619	94.73729	55.74965	55.25983
2018-05-05 11:20:00	359043379931766437	0.00000	10.11567	15.95492	13.29471	12.24020	14.00062	15.53370	12.58639	39.86985	0.00081	36.56561	48.19336	49.32701	78.90116	50.12914	82.91598	2.17035	99.37751	31.18536	30.86212	11.85511
2018-05-05 11:21:00	863033069630348214	1.00000	14.11626	10.29087	12.64427	14.57496	13.99706	12.73835	17.59299	38.48391	0.04243	48.44020	37.94565	42.95329	64.19391	26.86763	56.68602	57.83175	33.40637	26.43668	47.18871	93.02049
2018-05-05 11:22:00	3590433799317661487	1.00000	12.42815	17.66949	11.76815	16.62997	13.32845	18.44687	14.84000	41.75523	0.00787	46.86104	59.93537	56.69273	63.78285	47.77439	48.79478	9.87377	11.39184	74.07622	52.18798	44.08350
2018-05-05 11:23:00	863033069630348271	1.00000	7.36973	15.26502	11.57005	11.98187	14.67203	19.80665	11.21058	31.39302	0.00007	41.71918	40.79126	39.51634	4.24169	88.94624	28.49450	1.73535	86.93526	69.12529	42.44459	41.86062
2018-05-05 11:24:00	3590433799317661982	1.00000	7.68950	14.83479	9.72884	13.52883	14.32235	16.15692	11.69639	79.49177	0.00009	61.23327	49.49574	60.73214	14.42959	12.20550	33.70846	44.69369	74.34149	39.67975	25.16777	99.83427
2018-05-05 11:25:00	863033069630348552	1.00000	18.11076	12.20685	10.26584	14.03840	10.33435	17.14704	15.67273	59.43491	2.30384	75.35630	69.66089	45.85606	47.80985	80.14767	72.46748	48.65908	83.39830	44.09636	44.65143	45.10268
2018-05-05 11:26:00	359043379931766254	0.00000	14.77844	15.54441	13.06129	12.78928	13.31577	8.90069	11.26226	59.54428	0.08231	42.97073	27.76242	53.83690	44.00165	50.53585	43.71241	56.99358	46.20461	48.60846	49.11891	47.94148
2018-05-05 11:27:00	359043379931766460	1.00000	13.48913	17.43943	12.03781	16.07915	15.17769	16.36570	17.30001	32.73151	0.02268	47.15127	44.35376	51.43880	84.32316	74.51565	66.36500	6.07693	12.85560	25.92145	4.29091	84.73329
2018-05-05 11:28:00	8630330696303482386	0.00000	10.87570	15.68001	16.16884	14.27766	15.63369	13.19921	14.02327	36.41433	0.00168	45.62056	59.33217	60.02408	53.84881	91.09557	1.72302	19.69445	48.48158	65.88393	5.53748	14.62835
2018-05-05 11:29:00	3590433799317661453	0.00000	11.31494	10.97413	7.46794	19.05074	6.98499	14.62812	12.56176	51.60760	0.00261	40.16551	53.90922	50.61669	99.08627	23.54028	20.78072	41.55069	7.32841	71.24725	36.43123	36.38994
2018-05-05 11:30:00	8630330696303481131	0.00000	12.81030	13.79273	11.64768	14.74468	12.93552	15.67921	10.71820	64.17471	0.01153	62.19126	49.46706	40.96046	47.15489	76.37387	49.79559	55.07127	10.69154	16.75207	10.02154	75.35571
2018-05-05 11:31:00	8630330696303482329	1.00000	8.09314	13.06920	8.05353	14.48024	17.37760	13.86170	13.89414	39.24148	0.00013	49.03236	73.73258	39.03342	12.48240	13.92575	81.56383	9.21961	77.03986	82.23165	7.38567	89.48309
2018-05-05 11:32:00	8630330696303482238	0.00000	16.31926	15.69414	14.29237	17.37235	15.82011	14.00968	10.24512	35.89062	0.38406	65.04383	44.37221	38.29249	74.14034	45.39287	64.33299	28.57697	78.72398	51.03739	41.83864	29.37217
2018-05-05 11:33:00	863033069630348107	1.00000	15.38750	12.40491	10.88156	14.70732	9.51101	18.43663	15.60650	46.07086	0.15129	44.52877	60.52499	61.28717	76.81099	96.74501	70.00942	66.71152	56.53259	42.25942	21.06592	62.53682
2018-05-05 11:34:00	8630330696303481800	1.00000	11.15615	14.47688	11.24163	17.61173	13.01386	15.54278	10.91938	40.07928	0.00225	56.71442	44.61020	53.40180	25.39193	73.81401	41.51872	33.16080	80.37412	24.55999	89.90675	86.82406
2018-05-05 11:35:00	3590433799317661990	1.00000	12.78700	12.72905	11.22603	16.67618	15.00355	14.69152	15.87508	23.04542	0.01128	26.61171	49.22039	49.22121	64.78654	65.90619	7.93576	42.33232	0.19385	17.79607	41.80069	64.08559
2018-05-05 11:36:00	8630330696303481420	1.00000	10.98889	14.02162	10.29002	12.82416	17.90196	13.73735	18.28589	49.86000	0.00191	38.14259	57.87067	46.53686	33.18758	63.04239	75.84548	55.11836	97.10134	4.43652	44.17401	8.63426
2018-05-05 11:37:00	863033069630348586	0.00000	15.51722	15.78686	13.37762	17.74967	15.11351	12.64107	9.63998	50.28825	0.17223	55.65126	35.56176	43.26115	51.25930	58.18415	46.35318	67.47258	27.68479	75.76255	15.95021	4.87618
2018-05-05 11:38:00	359043379931766999	0.00000	15.12224	15.78741	15.48638	12.96869	14.49307	9.58612	9.77239	31.50234	0.11605	33.02639	44.00251	32.39292	68.45140	82.06107	39.47518	69.88824	74.27950	7.10063	7.51981	69.90069
2018-05-05 11:39:00	3590433799317661933	1.00000	11.71129	14.86511	15.50406	12.37887	12.81159	16.08057	14.22587	47.68679	0.00386	51.61668	58.03265	53.82267	48.44813	26.88733	69.53250	71.30713	53.66081	93.72906	17.31730	99.49616
2018-05-05 11:40:00	3590433799317661875	1.00000	14.97572	8.16703	10.07777	11.88417	14.93823	14.90676	8.57082	63.59734	0.10025	34.40853	48.21227	52.18426	45.35081	38.03826	31.58160	63.57564	95.09877	18.51180	33.65733	94.77903
2018-05-05 11:41:00	863033069630348289	0.00000	11.35191	16.66923	17.65425	16.90994	18.84264	10.36206	12.28114	59.25359	0.00272	65.41087	42.73929	42.17267	44.02630	43.05193	44.57612	25.96222	75.86862	70.54094	25.87647	14.54879
2018-05-05 11:42:00	359043379931766601	0.00000	10.99381	14.23593	19.50410	16.59122	17.11255	14.35832	12.03520	58.02924	0.00189	34.54633	55.32279	27.51536	17.91324	62.18876	5.33070	84.34578	91.74195	17.58570	29.65104	54.50176
2018-05-05 11:43:00	359043379931766239	0.00000	9.89034	17.79996	15.46732	15.72180	13.50334	9.40251	14.39301	57.19147	0.00070	62.51767	43.72224	44.09800	64.94439	80.83755	86.59911	66.83120	23.26581	98.41466	64.01102	9.68125
2018-05-05 11:44:00	8630330696303482022	0.00000	14.97285	15.80268	15.48204	15.12685	16.60226	10.50574	8.64203	39.89951	0.09995	30.01920	45.03535	44.55078	79.55699	3.52738	7.55216	91.71316	80.80558	1.56645	78.25654	77.31575
2018-05-05 11:45:00	359043379931766171	1.00000	14.67205	10.85004	9.32148	12.36817	11.05058	15.93697	12.93511	39.74042	0.07400	87.43798	60.75850	50.76800	53.94368	96.47929	51.76100	2.50099	31.01033	87.01880	87.08799	67.38827
2018-05-05 11:46:00	8630330696303481982	1.00000	12.05223	14.42575	12.24957	14.83325	13.01590	15.01198	12.20385	31.28370	0.00541	68.17057	57.13570	50.13178	84.60761	36.92016	99.97405	66.01275	48.22005	68.73496	46.33960	19.91342
2018-05-05 11:47:00	3590433799317662212	1.00000	9.20585	14.12522	11.12973	18.84483	6.36217	14.55816	17.94842	47.31043	0.00032	50.33201	51.60708	45.06958	31.04238	31.64486	93.86434	68.15578	85.43608	85.60814	7.33864	23.62606
